ime,chars,unicode
"swul","噊","564A"
"yul","噊","564A"
"cayng","噌","564C"
"cung","噌","564C"
"yel","噎","564E"
"he","噓","5653"
"em","噞","565E"
"tal","噠","5660"
"wuk","噢","5662"
"wu","噢","5662"
"thak","噣","5663"
"cwu","噣","5663"
"kum","噤","5664"
"nong","噥","5665"
"el","噦","5666"
"hway","噦","5666"
"ki","器","5668"
"ak","噩","5669"
"co","噪","566A"
"huy","噫","566B"
"ay","噫","566B"
"se","噬","566C"
"kyo","噭","566D"
"yen","噮","566E"
"ay","噯","566F"
"ong","噰","5670"
"kyak","噱","5671"
"khway","噲","5672"
"wu","噳","5673"
"pwun","噴","5674"
"kal","噶","5676"
"thon","噸","5678"
"nyeng","嚀","5680"
"lam","嚂","5682"
"thap","嚃","5683"
"hoyk","嚄","5684"
"yu","嚅","5685"
"hyo","嚆","5686"
"ha","嚇","5687"
"hyek","嚇","5687"
"cey","嚌","568C"
"cin","嚍","568D"
"ho","嚎","568E"
"chey","嚏","568F"
"lo","嚕","5695"
"pak","嚗","5697"
"wu","嚘","5698"
"kyo","嚙","5699"
"un","嚚","569A"
"may","嚜","569C"
"mwuk","嚜","569C"
"yen","嚥","56A5"
"lyek","嚦","56A6"
"lo","嚧","56A7"
"long","嚨","56A8"
"tam","嚪","56AA"
"chin","嚫","56AB"
"pin","嚬","56AC"
"pi","嚭","56AD"
"hyang","嚮","56AE"
"tha","嚲","56B2"
"ko","嚳","56B3"
"em","嚴","56B4"
"ayng","嚶","56B6"
"yang","嚷","56B7"
"cak","嚼","56BC"
"hwan","嚾","56BE"
"hwen","嚾","56BE"
"cen","囀","56C0"
"yep","囁","56C1"
"sep","囁","56C1"
"hyo","囂","56C2"
"cap","囃","56C3"
"chen","囅","56C5"
"chel","囅","56C5"
"chay","囆","56C6"
"yey","囈","56C8"
"la","囉","56C9"
"nang","囊","56CA"
"chan","囋","56CB"
"chal","囋","56CB"
"chok","囑","56D1"
"nyel","囓","56D3"
"sel","囓","56D3"
"wi","囗","56D7"
"kwuk","囗","56D7"
"swu","囚","56DA"
"sa","四","56DB"
"ken","囝","56DD"
"hoy","回","56DE"
"sin","囟","56DF"
"in","因","56E0"
"ton","囤","56E4"
"kyeng","囧","56E7"
"chang","囪","56EA"
"chong","囪","56EA"
"hol","囫","56EB"
"wa","囮","56EE"
"kon","困","56F0"
"kyun","囷","56F7"
"lyeng","囹","56F9"
"ko","固","56FA"
"yu","囿","56FF"
"un","圁","5701"
"hon","圂","5702"
"pho","圃","5703"
"e","圄","5704"
"lyun","圇","5707"
"kwen","圈","5708"
"e","圉","5709"
"cheng","圊","570A"
"kwuk","國","570B"
"chen","圌","570C"
"wi","圍","570D"
"wen","園","5712"
"wen","圓","5713"
"to","圖","5716"
"tan","團","5718"
"yek","圛","571B"
"hwan","圜","571C"
"wen","圜","571C"
"tho","土","571F"
"twu","土","571F"
"cay","在","5728"
"o","圬","572C"
"kyu","圭","572D"
"pi","圮","572E"
"ci","地","5730"
"un","圻","573B"
"ki","圻","573B"
"kup","圾","573E"
"ci","址","5740"
"kyun","均","5747"
"pang","坊","574A"
"pwun","坌","574C"
"tam","坍","574D"
"kam","坎","574E"
"pay","坏","574F"
"cwa","坐","5750"
"kayng","坑","5751"
"pha","坡","5761"
"kon","坤","5764"
"than","坦","5766"
"i","坨","5768"
"kam","坩","5769"
"phyeng","坪","576A"
"cem","坫","576B"
"pay","坯","576F"
"kyeng","坰","5770"
"ang","坱","5771"
"yo","坳","5773"
"kwu","坵","5775"
"ka","坷","5777"
"ci","坻","577B"
"thak","坼","577C"
"swu","垂","5782"
"hyeng","型","578B"
"tong","垌","578C"
"hay","垓","5793"
"hwu","垕","5795"
"tha","垞","579E"
"un","垠","57A0"
"kwu","垢","57A2"
"wen","垣","57A3"
"cil","垤","57A4"
"wan","垸","57B8"
"un","垽","57BD"
"ay","埃","57C3"
"kak","埆","57C6"
"yong","埇","57C7"
"may","埋","57CB"
"seng","城","57CE"
"yen","埏","57CF"
"lal","埒","57D2"
"ya","埜","57DC"
"yek","域","57DF"
"pwu","埠","57E0"
"pi","埤","57E4"
"thay","埭","57ED"
"chay","埰","57F0"
"kam","埳","57F3"
"sik","埴","57F4"
"chi","埴","57F4"
"cip","執","57F7"
"pwu","培","57F9"
"pay","培","57F9"
"ki","基","57FA"
"cwun","埻","57FB"
"ki","埼","57FC"
"so","埽","57FD"
"kwul","堀","5800"
"tang","堂","5802"
"kyen","堅","5805"
"thoy","堆","5806"
"kun","堇","5807"
"kang","堈","5808"
"yuk","堉","5809"
"ak","堊","580A"
"pwul","堋","580B"
"in","堙","5819"
"kwa","堝","581D"
"chep","堞","581E"
"hwu","堠","5820"
"po","堡","5821"
"yu","堣","5823"
"cey","堤","5824"
"yen","堧","5827"
"kam","堪","582A"
"yo","堯","582F"
"en","堰","5830"
"po","報","5831"
"pwu","報","5831"
"cang","場","5834"
"to","堵","5835"
"chek","塉","5849"
"koy","塊","584A"
"yeng","塋","584B"
"thap","塌","584C"
"sup","塍","584D"
"kay","塏","584F"
"so","塑","5851"
"si","塒","5852"
"thap","塔","5854"
"to","塗","5857"
"tang","塘","5858"
"ko","塙","5859"
"chong","塚","585A"
"say","塞","585E"
"sayk","塞","585E"
"o","塢","5862"
"hwun","塤","5864"
"cin","填","586B"
"cen","填","586B"
"cin","塵","5875"
"cham","塹","5879"
"cen","塼","587C"
"sang","塽","587D"
"swuk","塾","587E"
"ci","墀","5880"
"man","墁","5881"
"kyeng","境","5883"
"se","墅","5885"
"yong","墉","5889"
"cem","墊","588A"
"kun","墐","5890"
"myo","墓","5893"
"chwu","墜","589C"
"yo","墝","589D"
"cung","增","589E"
"he","墟","589F"
"sen","墡","58A1"
"pok","墣","58A3"
"mwuk","墨","58A8"
"ton","墩","58A9"
"cwun","墫","58AB"
"tha","墮","58AE"
"tung","墱","58B1"
"pwun","墳","58B3"
"o","墺","58BA"
"ok","墺","58BA"
"kan","墾","58BE"
"pyek","壁","58C1"
"ong","壅","58C5"
"tan","壇","58C7"
"hwun","壎","58CE"
"hak","壑","58D1"
"ap","壓","58D3"
"to","壔","58D4"
"ho","壕","58D5"
"yu","壘","58D8"
"lwu","壘","58D8"
"kwang","壙","58D9"
"lo","壚","58DA"
"yu","壝","58DD"
"hoy","壞","58DE"
"koy","壞","58DE"
"long","壟","58DF"
"yang","壤","58E4"
"pha","壩","58E9"
"sa","士","58EB"
"im","壬","58EC"
"cang","壯","58EF"
"il","壹","58F9"
"ho","壺","58FA"
"ho","壼","58FC"
"swu","壽","58FD"
"pong","夆","5906"
"ha","夏","590F"
"ki","夔","5914"
"sa","夕","5915"
"sek","夕","5915"
"oy","外","5916"
"swuk","夙","5919"
"ta","多","591A"
"ya","夜","591C"
"mong","夢","5922"
"in","夤","5924"
"kwa","夥","5925"
"hay","夥","5925"
"thay","大","5927"
"tay","大","5927"
"chen","天","5929"
"thay","太","592A"
"pwu","夫","592B"
"khway","夬","592C"
"yo","夭","592D"
"o","夭","592D"
"ang","央","592E"
"hang","夯","592F"
"sil","失","5931"
"i","夷","5937"
"kwa","夸","5938"
"hyep","夾","593E"
"em","奄","5944"
"ki","奇","5947"
"nay","奈","5948"
"na","奈","5948"
"pong","奉","5949"
"kyu","奎","594E"
"cwu","奏","594F"
"hwan","奐","5950"
"kyey","契","5951"
"kul","契","5951"
"cha","奓","5953"
"pwun","奔","5954"
"hyek","奕","5955"
"thwu","套","5957"
"tho","套","5957"
"cang","奘","5958"
"hay","奚","595A"
"cen","奠","5960"
"sa","奢","5962"
"o","奧","5967"
"wuk","奧","5967"
"lyem","奩","5969"
"thal","奪","596A"
"yun","奫","596B"
"sek","奭","596D"
"hak","奭","596D"
"pwun","奮","596E"
"nye","女","5973"
"no","奴","5974"
"nay","奶","5976"
"kan","奸","5978"
"ho","好","597D"
"cak","妁","5981"
"ye","如","5982"
"pi","妃","5983"
"peyi","妃","5983"
"mang","妄","5984"
"im","妊","598A"
"yen","妍","598D"
"thwu","妒","5992"
"ki","妓","5993"
"yo","妖","5996"
"kum","妗","5997"
"myo","妙","5999"
"cang","妝","599D"
"pi","妣","59A3"
"tha","妥","59A5"
"wan","妧","59A7"
"pang","妨","59A8"
"chwuk","妯","59AF"
"tal","妲","59B2"
"may","妹","59B9"
"che","妻","59BB"
"chep","妾","59BE"
"ceng","姃","59C3"
"mo","姆","59C6"
"lyeng","姈","59C8"
"si","始","59CB"
"san","姍","59CD"
"ce","姐","59D0"
"ko","姑","59D1"
"sa","姒","59D2"
"seng","姓","59D3"
"wi","委","59D4"
"yo","姚","59DA"
"kang","姜","59DC"
"cwu","姝","59DD"
"kil","姞","59DE"
"kyo","姣","59E3"
"kwu","姤","59E4"
"mo","姥","59E5"
"kan","姦","59E6"
"i","姨","59E8"
"cel","姪","59EA"
"cil","姪","59EA"
"huy","姬","59EC"
"hang","姮","59EE"
"sin","姺","59FA"
"in","姻","59FB"
"ca","姿","59FF"
"wi","威","5A01"
"way","娃","5A03"
"ping","娉","5A09"
"sa","娑","5A11"
"mi","娓","5A13"
"nang","娘","5A18"
"hyeng","娙","5A19"
"o","娛","5A1B"
"na","娜","5A1C"
"yen","娟","5A1F"
"sin","娠","5A20"
"cey","娣","5A23"
"a","娥","5A25"
"man","娩","5A29"
"ay","娭","5A2D"
"chwu","娵","5A35"
"chwi","娶","5A36"
"chang","娼","5A3C"
"a","婀","5A40"
"lwu","婁","5A41"
"pha","婆","5A46"
"wan","婉","5A49"
"swuk","婌","5A4C"
"wa","婐","5A50"
"hon","婚","5A5A"
"pi","婢","5A62"
"pwu","婦","5A66"
"ceng","婧","5A67"
"lam","婪","5A6A"
"um","婬","5A6C"
"ceng","婷","5A77"
"se","婿","5A7F"
"mi","媄","5A84"
"may","媒","5A92"
"hwang","媓","5A93"
"am","媕","5A95"
"mi","媚","5A9A"
"wen","媛","5A9B"
"sel","媟","5A9F"
"mo","媢","5AA2"
"way","媧","5AA7"
"kwa","媧","5AA7"
"sik","媳","5AB3"
"ing","媵","5AB5"
"mi","媺","5ABA"
"pan","媻","5ABB"
"on","媼","5ABC"
"ma","媽","5ABD"
"kwu","媾","5ABE"
"koy","媿","5ABF"
"ka","嫁","5AC1"
"swu","嫂","5AC2"
"wen","嫄","5AC4"
"ayng","嫈","5AC8"
"cil","嫉","5AC9"
"yaku","嫋","5ACB"
"nyo","嫋","5ACB"
"hyem","嫌","5ACC"
"phyo","嫖","5AD6"
"kwu","嫗","5AD7"
"sen","嫙","5AD9"
"man","嫚","5ADA"
"yey","嫛","5ADB"
"li","嫠","5AE0"
"cek","嫡","5AE1"
"kyu","嫢","5AE2"
"en","嫣","5AE3"
"cen","嫥","5AE5"
"hang","嫦","5AE6"
"nwun","嫩","5AE9"
"mo","嫫","5AEB"
"ho","嫮","5AEE"
"cho","嫶","5AF6"
"han","嫻","5AFB"
"lyo","嫽","5AFD"
"hwa","嬅","5B05"
"yo","嬈","5B08"
"huy","嬉","5B09"
"sen","嬋","5B0B"
"kyo","嬌","5B0C"
"phyey","嬖","5B16"
"cang","嬙","5B19"
"hyen","嬛","5B1B"
"co","嬥","5B25"
"ca","嬨","5B28"
"pin","嬪","5B2A"
"nay","嬭","5B2D"
"yeng","嬰","5B30"
"nyo","嬲","5B32"
"yeng","嬴","5B34"
"lan","嬾","5B3E"
"yen","嬿","5B3F"
"sang","孀","5B40"
"yang","孃","5B43"
"sem","孅","5B45"
"lyen","孌","5B4C"
"ca","子","5B50"
"hyel","孑","5B51"
"kong","孔","5B54"
"ing","孕","5B55"
"ca","孖","5B56"
"ca","字","5B57"
"con","存","5B58"
"pwu","孚","5B5A"
"phay","孛","5B5B"
"ca","孜","5B5C"
"hyo","孝","5B5D"
"mayng","孟","5B5F"
"mang","孟","5B5F"
"kyey","季","5B63"
"ko","孤","5B64"
"no","孥","5B65"
"hay","孩","5B69"
"son","孫","5B6B"
"swuk","孰","5B70"
"can","孱","5B71"
"ca","孳","5B73"
"pwu","孵","5B75"
"hak","學","5B78"
"yu","孺","5B7A"
"el","孽","5B7D"
"san","孿","5B7F"
"ce","宁","5B81"
"tayk","宅","5B85"
"thayk","宅","5B85"
"wu","宇","5B87"
"swu","守","5B88"
"an","安","5B89"
"song","宋","5B8B"
"wan","完","5B8C"
"koyng","宏","5B8F"
"pok","宓","5B93"
"thang","宕","5B95"
"cong","宗","5B97"
"kwan","官","5B98"
"cwu","宙","5B99"
"ceng","定","5B9A"
"wen","宛","5B9B"
"wan","宛","5B9B"
"uy","宜","5B9C"
"kayk","客","5BA2"
"sen","宣","5BA3"
"sil","室","5BA4"
"yu","宥","5BA5"
"hwan","宦","5BA6"
"seng","宬","5BAC"
"kwung","宮","5BAE"
"cay","宰","5BB0"
"hay","害","5BB3"
"hal","害","5BB3"
"yen","宴","5BB4"
"so","宵","5BB5"
"ka","家","5BB6"
"sin","宸","5BB8"
"yong","容","5BB9"
"swu","宿","5BBF"
"swuk","宿","5BBF"
"chay","寀","5BC0"
"cek","寂","5BC2"
"ki","寄","5BC4"
"in","寅","5BC5"
"i","寅","5BC5"
"mil","密","5BC6"
"kwu","寇","5BC7"
"pwu","富","5BCC"
"may","寐","5BD0"
"han","寒","5BD2"
"wu","寓","5BD3"
"sik","寔","5BD4"
"chim","寖","5BD6"
"chi","寘","5BD8"
"mak","寞","5BDE"
"chal","察","5BDF"
"kwa","寡","5BE1"
"chim","寢","5BE2"
"o","寤","5BE4"
"lyo","寥","5BE5"
"sil","實","5BE6"
"nyeng","寧","5BE7"
"chay","寨","5BE8"
"sim","審","5BE9"
"sa","寫","5BEB"
"kwan","寬","5BEC"
"lyo","寮","5BEE"
"cwun","寯","5BEF"
"hwan","寰","5BF0"
"chong","寵","5BF5"
"po","寶","5BF6"
"chon","寸","5BF8"
"si","寺","5BFA"
"sa","寺","5BFA"
"pong","封","5C01"
"sa","射","5C04"
"sek","射","5C04"
"cang","將","5C07"
"cen","專","5C08"
"wi","尉","5C09"
"wul","尉","5C09"
"cwun","尊","5C0A"
"con","尊","5C0A"
"sim","尋","5C0B"
"cwu","尌","5C0C"
"tay","對","5C0D"
"to","導","5C0E"
"so","小","5C0F"
"so","少","5C11"
"chem","尖","5C16"
"sang","尚","5C1A"
"sen","尟","5C1F"
"wu","尤","5C24"
"pong","尨","5C28"
"pang","尨","5C28"
"chwi","就","5C31"
"si","尸","5C38"
"yun","尹","5C39"
"chek","尺","5C3A"
"ko","尻","5C3B"
"il","尼","5C3C"
"ni","尼","5C3C"
"mi","尾","5C3E"
"nyo","尿","5C3F"
"kwuk","局","5C40"
"pi","屁","5C41"
"ki","居","5C45"
"ke","居","5C45"
"kyey","屆","5C46"
"cen","屇","5C47"
"kwul","屈","5C48"
"ok","屋","5C4B"
"si","屍","5C4D"
"si","屎","5C4E"
"pyeng","屏","5C4F"
"kuk","屐","5C50"
"sel","屑","5C51"
"cen","展","5C55"
"to","屠","5C60"
"ce","屠","5C60"
"lwu","屢","5C62"
"chung","層","5C64"
"li","履","5C65"
"kwu","屨","5C68"
"chok","屬","5C6C"
"sok","屬","5C6C"
"twun","屯","5C6F"
"cwun","屯","5C6F"
"san","山","5C71"
"sen","屳","5C73"
"hul","屹","5C79"
"ki","屺","5C7A"
"ha","岈","5C88"
"cel","岊","5C8A"
"kup","岌","5C8C"
"wan","岏","5C8F"
"ki","岐","5C90"
"cam","岑","5C91"
"um","岑","5C91"
"kyem","岒","5C92"
"cha","岔","5C94"
"cak","岝","5C9D"
"kang","岡","5CA1"
"kwu","岣","5CA3"
"pha","岥","5CA5"
"lip","岦","5CA6"
"cho","岧","5CA7"
"ce","岨","5CA8"
"am","岩","5CA9"
"pwul","岪","5CAA"
"swu","岫","5CAB"
"kap","岬","5CAC"
"lyeng","岭","5CAD"
"tay","岱","5CB1"
"ak","岳","5CB3"
"ho","岵","5CB5"
"min","岷","5CB7"
"an","岸","5CB8"
"swun","峋","5CCB"
"tong","峒","5CD2"
"chi","峙","5CD9"
"a","峨","5CE8"
"cho","峭","5CED"
"pong","峰","5CF0"
"no","峱","5CF1"
"hyen","峴","5CF4"
"to","島","5CF6"
"cwun","峻","5CFB"
"hyep","峽","5CFD"
"kong","崆","5D06"
"swung","崇","5D07"
"lay","崍","5D0D"
"ki","崎","5D0E"
"kon","崑","5D11"
"choy","崔","5D14"
"uy","崖","5D16"
"ay","崖","5D16"
"kang","崗","5D17"
"lyun","崙","5D19"
"kwul","崛","5D1B"
"um","崟","5D1F"
"cayng","崢","5D22"
"hyo","崤","5D24"
"em","崦","5D26"
"swung","崧","5D27"
"pwung","崩","5D29"
"woy","崴","5D34"
"cay","崽","5D3D"
"kam","嵁","5D41"
"lyul","嵂","5D42"
"mi","嵋","5D4B"
"kam","嵌","5D4C"
"yu","嵎","5D4E"
"lam","嵐","5D50"
"am","嵒","5D52"
"swung","嵩","5D69"
"oy","嵬","5D6C"
"cha","嵯","5D6F"
"chi","嵯","5D6F"
"yong","嵱","5D71"
"lwu","嶁","5D81"
"cang","嶂","5D82"
"cham","嶄","5D84"
"kwu","嶇","5D87"
"cung","嶒","5D92"
"kum","嶔","5D94"
"cho","嶕","5D95"
"lin","嶙","5D99"
"tung","嶝","5D9D"
"kyo","嶠","5DA0"
"yo","嶢","5DA2"
"yek","嶧","5DA7"
"ep","嶪","5DAA"
"hem","嶮","5DAE"
"hay","嶰","5DB0"
"uy","嶷","5DB7"
"yeng","嶸","5DB8"
"lyeng","嶺","5DBA"
"se","嶼","5DBC"
"ak","嶽","5DBD"
"cham","巉","5DC9"
"kyu","巋","5DCB"
"oy","巍","5DCD"
"chan","巑","5DD1"
"man","巒","5DD2"
"cen","巔","5DD4"
"am","巖","5DD6"
"em","巖","5DD6"
"chen","川","5DDD"
"cwu","州","5DDE"
"swun","巡","5DE1"
"so","巢","5DE2"
"kong","工","5DE5"
"cwa","左","5DE6"
"kyo","巧","5DE7"
"ke","巨","5DE8"
"mwu","巫","5DEB"
"chi","差","5DEE"
"cha","差","5DEE"
"ki","己","5DF1"
"i","已","5DF2"
"sa","巳","5DF3"
"pha","巴","5DF4"
"hang","巷","5DF7"
"kun","巹","5DF9"
"son","巽","5DFD"
"ken","巾","5DFE"
"si","市","5E02"
"pho","布","5E03"
"pem","帆","5E06"
"huy","希","5E0C"
"no","帑","5E11"
"thang","帑","5E11"
"mal","帕","5E15"
"pha","帕","5E15"
"chep","帖","5E16"
"chey","帖","5E16"
"lyem","帘","5E18"
"cil","帙","5E19"
"cel","帙","5E19"
"chwu","帚","5E1A"
"payk","帛","5E1B"
"cey","帝","5E1D"
"swu","帥","5E25"
"sol","帥","5E25"
"sey","帨","5E28"
"sa","師","5E2B"
"sek","席","5E2D"
"cang","帳","5E33"
"tay","帶","5E36"
"yu","帷","5E37"
"sang","常","5E38"
"mo","帽","5E3D"
"ceng","幀","5E40"
"thayng","幀","5E40"
"wi","幃","5E43"
"ak","幄","5E44"
"phok","幅","5E45"
"hwang","幌","5E4C"
"myek","幎","5E4E"
"man","幔","5E54"
"mak","幕","5E55"
"chayk","幘","5E58"
"chi","幟","5E5F"
"pen","幡","5E61"
"tang","幢","5E62"
"phyey","幣","5E63"
"chem","幨","5E68"
"mong","幪","5E6A"
"pang","幫","5E6B"
"cwu","幬","5E6C"
"hen","幰","5E70"
"kang","干","5E72"
"kan","干","5E72"
"phyeng","平","5E73"
"phyen","平","5E73"
"nyen","年","5E74"
"byeng","并","5E76"
"hayng","幸","5E78"
"kan","幹","5E79"
"hwan","幻","5E7B"
"yu","幼","5E7C"
"yu","幽","5E7D"
"ki","幾","5E7E"
"cang","庄","5E84"
"pi","庇","5E87"
"sang","床","5E8A"
"ki","庋","5E8B"
"se","序","5E8F"
"ci","底","5E95"
"ce","底","5E95"
"pho","庖","5E96"
"cem","店","5E97"
"kyeng","庚","5E9A"
"pwu","府","5E9C"
"sang","庠","5EA0"
"thak","度","5EA6"
"to","度","5EA6"
"cwa","座","5EA7"
"ko","庫","5EAB"
"ceng","庭","5EAD"
"pi","庳","5EB3"
"am","庵","5EB5"
"se","庶","5EB6"
"kang","康","5EB7"
"yong","庸","5EB8"
"yu","庾","5EBE"
"chi","廁","5EC1"
"sang","廂","5EC2"
"kwu","廄","5EC4"
"ha","廈","5EC8"
"lyem","廉","5EC9"
"lang","廊","5ECA"
"swu","廋","5ECB"
"kun","廑","5ED1"
"kwak","廓","5ED3"
"hwak","廓","5ED3"
"um","廕","5ED5"
"lyo","廖","5ED6"
"cwu","廚","5EDA"
"cen","廛","5EDB"
"si","廝","5EDD"
"hum","廞","5EDE"
"myo","廟","5EDF"
"chang","廠","5EE0"
"mwu","廡","5EE1"
"phyey","廢","5EE2"
"kwang","廣","5EE3"
"koy","廥","5EE5"
"cang","廧","5EE7"
"hay","廨","5EE8"
"lum","廩","5EE9"
"lye","廬","5EEC"
"ong","廱","5EF1"
"cheng","廳","5EF3"
"yen","延","5EF6"
"ceng","廷","5EF7"
"ken","建","5EFA"
"ip","廿","5EFF"
"pan","弁","5F01"
"pyen","弁","5F01"
"long","弄","5F04"
"kam","弇","5F07"
"hyek","弈","5F08"
"phyey","弊","5F0A"
"ik","弋","5F0B"
"sik","式","5F0F"
"si","弒","5F12"
"kwung","弓","5F13"
"cek","弔","5F14"
"co","弔","5F14"
"in","引","5F15"
"pwul","弗","5F17"
"hong","弘","5F18"
"i","弛","5F1B"
"cey","弟","5F1F"
"to","弢","5F22"
"hyen","弦","5F26"
"ho","弧","5F27"
"no","弩","5F29"
"mi","弭","5F2D"
"yak","弱","5F31"
"cang","張","5F35"
"kang","強","5F37"
"phil","弼","5F3C"
"kwu","彀","5F40"
"pyel","彆","5F46"
"than","彈","5F48"
"kang","彊","5F4A"
"mi","彌","5F4C"
"man","彎","5F4E"
"lok","彔","5F54"
"tan","彖","5F56"
"hyey","彗","5F57"
"sey","彗","5F57"
"chey","彘","5F58"
"hwi","彙","5F59"
"i","彝","5F5D"
"hyeng","形","5F62"
"tong","彤","5F64"
"en","彥","5F65"
"wuk","彧","5F67"
"chay","彩","5F69"
"phyo","彪","5F6A"
"co","彫","5F6B"
"pin","彬","5F6C"
"phayng","彭","5F6D"
"pang","彭","5F6D"
"chang","彰","5F70"
"yeng","影","5F71"
"pang","彷","5F77"
"yek","役","5F79"
"phi","彼","5F7C"
"pwul","彿","5F7F"
"wang","往","5F80"
"ceng","征","5F81"
"co","徂","5F82"
"tay","待","5F85"
"swun","徇","5F87"
"hun","很","5F88"
"yang","徉","5F89"
"hoy","徊","5F8A"
"lyul","律","5F8B"
"hwu","後","5F8C"
"se","徐","5F90"
"kyeng","徑","5F91"
"to","徒","5F92"
"tuk","得","5F97"
"pay","徘","5F98"
"sa","徙","5F99"
"sang","徜","5F9C"
"cong","從","5F9E"
"lay","徠","5FA0"
"a","御","5FA1"
"e","御","5FA1"
"hwang","徨","5FA8"
"pok","復","5FA9"
"pwu","復","5FA9"
"swun","循","5FAA"
"pang","徬","5FAC"
"yo","徭","5FAD"
"mi","微","5FAE"
"hyey","徯","5FAF"
"cing","徵","5FB5"
"chi","徵","5FB5"
"tek","德","5FB7"
"chel","徹","5FB9"
"yo","徼","5FBC"
"hwi","徽","5FBD"
"sim","心","5FC3"
"phil","必","5FC5"
"to","忉","5FC9"
"ki","忌","5FCC"
"in","忍","5FCD"
"tham","忐","5FD0"
"thuk","忒","5FD2"
"chon","忖","5FD6"
"ci","志","5FD7"
"mang","忘","5FD8"
"mang","忙","5FD9"
"chem","忝","5FDD"
"min","忞","5FDE"
"chwung","忠","5FE0"
"chwung","忡","5FE1"
"o","忤","5FE4"
"wan","忨","5FE8"
"khway","快","5FEB"
"pyen","忭","5FED"
"ki","忮","5FEE"
"chim","忱","5FF1"
"nyem","念","5FF5"
"hyung","忷","5FF7"
"nyu","忸","5FF8"
"hun","忻","5FFB"
"hol","忽","5FFD"
"pwun","忿","5FFF"
"cho","怊","600A"
"cak","怍","600D"
"ang","怏","600F"
"no","怒","6012"
"ceng","怔","6014"
"pha","怕","6015"
"pho","怖","6016"
"chep","怗","6017"
"ho","怙","6019"
"tal","怛","601B"
"lyeng","怜","601C"
"lyen","怜","601C"
"sa","思","601D"
"thay","怠","6020"
"i","怡","6021"
"kup","急","6025"
"phyeng","怦","6026"
"seng","性","6027"
"wen","怨","6028"
"ni","怩","6029"
"koy","怪","602A"
"kep","怯","602F"
"hwang","怳","6033"
"im","恁","6041"
"swun","恂","6042"
"cwun","恂","6042"
"si","恃","6043"
"hang","恆","6046"
"kwang","恇","6047"
"hwang","恍","604D"
"kong","恐","6050"
"se","恕","6055"
"yang","恙","6059"
"ey","恚","605A"
"kay","恝","605D"
"kwal","恝","605D"
"hyung","恟","605F"
"hoy","恢","6062"
"ca","恣","6063"
"hyul","恤","6064"
"chi","恥","6065"
"han","恨","6068"
"un","恩","6069"
"kak","恪","606A"
"thong","恫","606B"
"nyem","恬","606C"
"kong","恭","606D"
"sik","息","606F"
"hup","恰","6070"
"yen","悁","6081"
"kon","悃","6083"
"cho","悄","6084"
"yel","悅","6085"
"sil","悉","6089"
"cey","悌","608C"
"han","悍","608D"
"up","悒","6092"
"hoy","悔","6094"
"huy","悕","6095"
"pal","悖","6096"
"phay","悖","6096"
"mwun","悗","6097"
"song","悚","609A"
"cen","悛","609B"
"o","悟","609F"
"yu","悠","60A0"
"lyang","悢","60A2"
"hwan","患","60A3"
"cong","悰","60B0"
"pi","悱","60B1"
"pi","悲","60B2"
"chwey","悴","60B4"
"chang","悵","60B5"
"min","悶","60B6"
"kyey","悸","60B8"
"hayng","悻","60BB"
"to","悼","60BC"
"che","悽","60BD"
"kong","悾","60BE"
"nyek","惄","60C4"
"ceng","情","60C5"
"chwu","惆","60C6"
"ton","惇","60C7"
"chem","惉","60C9"
"wan","惋","60CB"
"lam","惏","60CF"
"hok","惑","60D1"
"kwen","惓","60D3"
"chek","惕","60D5"
"mang","惘","60D8"
"chel","惙","60D9"
"hol","惚","60DA"
"hon","惛","60DB"
"sek","惜","60DC"
"chang","惝","60DD"
"yu","惟","60DF"
"hyey","惠","60E0"
"o","惡","60E1"
"ak","惡","60E1"
"swa","惢","60E2"
"tha","惰","60F0"
"noy","惱","60F1"
"wun","惲","60F2"
"sang","想","60F3"
"chwey","惴","60F4"
"hwang","惶","60F6"
"cwun","惷","60F7"
"kyeng","惸","60F8"
"ya","惹","60F9"
"seng","惺","60FA"
"hwang","惺","60FA"
"chuk","惻","60FB"
"phyen","惼","60FC"
"cho","愀","6100"
"swu","愁","6101"
"sen","愃","6103"
"ken","愆","6106"
"yu","愈","6108"
"yu","愉","6109"
"min","愍","610D"
"phyak","愎","610E"
"uy","意","610F"
"um","愔","6114"
"ak","愕","6115"
"wu","愚","611A"
"ay","愛","611B"
"hyep","愜","611C"
"kam","感","611F"
"koy","愧","6127"
"sayk","愬","612C"
"so","愬","612C"
"chang","愴","6134"
"kay","愷","6137"
"huy","愾","613E"
"kay","愾","613E"
"wen","愿","613F"
"lyul","慄","6144"
"to","慆","6146"
"un","慇","6147"
"ca","慈","6148"
"hyep","慊","614A"
"kyem","慊","614A"
"thay","態","614B"
"hwang","慌","614C"
"on","慍","614D"
"cong","慒","6152"
"phyo","慓","6153"
"mo","慕","6155"
"chim","慘","6158"
"cham","慘","6158"
"cham","慚","615A"
"thuk","慝","615D"
"thong","慟","615F"
"man","慢","6162"
"kwan","慣","6163"
"hyey","慧","6167"
"kay","慨","6168"
"cong","慫","616B"
"lye","慮","616E"
"wi","慰","6170"
"tan","慱","6171"
"kan","慳","6173"
"cep","慴","6174"
"sup","慴","6174"
"yong","慵","6175"
"kyeng","慶","6176"
"kang","慶","6176"
"kang","慷","6177"
"lwu","慺","617A"
"chek","慼","617C"
"yok","慾","617E"
