chars,pinyin
"號","háo"
"號","hào"
"虡","jù"
"虢","guó"
"虣","bào"
"虥","zhàn"
"虧","kuī"
"虩","xì"
"虫","chóng"
"虯","qiú"
"虱","shī"
"虹","hóng"
"虹","hòng"
"虺","huǐ"
"虺","huī"
"虻","méng"
"虼","gè"
"蚊","wén"
"蚋","ruì"
"蚌","bàng"
"蚓","yǐn"
"蚔","qí"
"蚕","cán"
"蚜","yá"
"蚡","fén"
"蚣","gōng"
"蚤","zǎo"
"蚧","jiè"
"蚨","fú"
"蚩","chī"
"蚪","dǒu"
"蚯","qiū"
"蚰","yóu"
"蚱","zhà"
"蚳","chí"
"蚴","yòu"
"蚵","é"
"蚶","hān"
"蚹","fù"
"蚻","zhá"
"蛀","zhù"
"蛁","diāo"
"蛄","gū"
"蛆","qū"
"蛇","shé"
"蛉","líng"
"蛋","dàn"
"蛐","qū"
"蛑","móu"
"蛓","cì"
"蛔","huí"
"蛙","wā"
"蛚","liè"
"蛛","zhū"
"蛜","yī"
"蛟","jiāo"
"蛣","jié"
"蛤","gé"
"蛤","há"
"蛩","qióng"
"蛭","zhì"
"蛵","xīng"
"蛸","shāo"
"蛸","xiāo"
"蛹","yǒng"
"蛺","jiá"
"蛻","tuì"
"蛾","é"
"蜀","shǔ"
"蜂","fēng"
"蜃","shèn"
"蜅","fǔ"
"蜆","xiǎn"
"蜇","zhé"
"蜇","zhē"
"蜈","wú"
"蜉","fú"
"蜊","lí"
"蜋","láng"
"蜍","chú"
"蜎","yuān"
"蜑","dàn"
"蜒","yán"
"蜓","tíng"
"蜘","zhī"
"蜚","fěi"
"蜛","jū"
"蜜","mì"
"蜞","qí"
"蜡","là"
"蜢","měng"
"蜣","qiāng"
"蜥","xī"
"蜨","dié"
"蜩","tiáo"
"蜮","yù"
"蜱","pí"
"蜴","yì"
"蜷","quán"
"蜺","ní"
"蜻","qīng"
"蜾","guǒ"
"蜿","wān"
"蝀","dōng"
"蝃","dì"
"蝌","kē"
"蝎","xiē"
"蝏","tíng"
"蝓","yú"
"蝕","shí"
"蝗","huáng"
"蝘","yǎn"
"蝙","biān"
"蝝","yuán"
"蝟","wèi"
"蝠","fú"
"蝡","ruǎn"
"蝣","yóu"
"蝤","qiú"
"蝥","máo"
"蝦","há"
"蝦","xiā"
"蝨","shī"
"蝮","fù"
"蝯","yuán"
"蝴","hú"
"蝶","dié"
"蝻","nǎn"
"螂","láng"
"螃","páng"
"螄","sī"
"螅","xī"
"螈","yuán"
"螉","wēng"
"融","róng"
"螒","hàn"
"螓","qín"
"螗","táng"
"螘","yǐ"
"螚","nài"
"螞","mà"
"螞","mǎ"
"螞","mā"
"螟","míng"
"螢","yíng"
"螣","téng"
"螫","shì"
"螫","zhē"
"螬","cáo"
"螭","chī"
"螮","dì"
"螯","áo"
"螳","táng"
"螵","piāo"
"螺","luó"
"螻","lóu"
"螽","zhōng"
"螿","jiāng"
"蟀","shuài"
"蟄","zhé"
"蟄","zhí"
"蟆","ma"
"蟆","má"
"蟈","guō"
"蟊","máo"
"蟋","xī"
"蟑","zhāng"
"蟒","mǎng"
"蟛","péng"
"蟜","jiǎo"
"蟠","pán"
"蟢","xǐ"
"蟣","jǐ"
"蟥","huáng"
"蟪","huì"
"蟬","chán"
"蟭","jiāo"
"蟲","chóng"
"蟳","xún"
"蟶","chēng"
"蟹","xiè"
"蟻","yǐ"
"蟾","chán"
"蟿","qì"
"蠁","xiàng"
"蠂","shè"
"蠃","luǒ"
"蠅","yíng"
"蠆","chài"
"蠊","lián"
"蠍","xiē"
"蠐","qí"
"蠑","róng"
"蠓","měng"
"蠔","háo"
"蠕","rú"
"蠖","huò"
"蠗","zhuó"
"蠙","bīn"
"蠛","miè"
"蠜","fán"
"蠟","là"
"蠡","lí"
"蠡","lǐ"
"蠢","chǔn"
"蠣","lì"
"蠨","xiāo"
"蠮","yē"
"蠰","shàng"
"蠱","gǔ"
"蠲","juān"
"蠶","cán"
"蠸","quán"
"蠹","dù"
"蠻","mán"
"血","xiě"
"血","xuè"
"衁","huāng"
"衄","nǜ"
"衊","miè"
"行","háng"
"行","xíng"
"行","xìng"
"衍","yǎn"
"衎","kàn"
"衒","xuàn"
"術","shù"
"衕","tòng"
"衖","lòng"
"街","jiē"
"衙","yá"
"衚","hú"
"衛","wèi"
"衝","chòng"
"衝","chōng"
"衡","héng"
"衢","qú"
"衣","yì"
"衣","yī"
"表","biǎo"
"衩","chà"
"衩","chǎ"
"衫","shān"
"衰","cuī"
"衰","shuāi"
"衲","nà"
"衵","nì"
"衷","zhōng"
"衽","rèn"
"衾","qīn"
"衿","jīn"
"袁","yuán"
"袂","mèi"
"袈","jiā"
"袋","dài"
"袍","páo"
"袒","tǎn"
"袖","xiù"
"袗","zhěn"
"袚","fú"
"袞","gǔn"
"袟","zhì"
"袤","mào"
"袪","qū"
"被","bèi"
"袱","fú"
"袲","yí"
"袷","jiá"
"袺","jié"
"袽","rú"
"裀","yīn"
"裁","cái"
"裂","liè"
"裊","niǎo"
"裋","shù"
"裌","jiá"
"裎","chéng"
"裒","póu"
"裔","yì"
"裕","yù"
"裘","qiú"
"裙","qún"
"補","bǔ"
"裝","zhuāng"
"裟","shā"
"裡","lǐ"
"裨","bì"
"裨","pí"
"裯","chóu"
"裱","biǎo"
"裳","cháng"
"裴","péi"
"裸","kè"
"裸","luǒ"
"裹","guǒ"
"製","zhì"
"裾","jū"
"褂","guà"
"褊","biǎn"
"褌","huī"
"褒","bāo"
"褓","bǎo"
"褔","fù"
"褕","yú"
"褙","bèi"
"褚","chǔ"
"褡","dā"
"褥","rù"
"褦","nài"
"褧","jiǒng"
"褪","tùn"
"褫","chǐ"
"褯","jiè"
"褰","qiān"
"褲","kù"
"褳","lián"
"褵","lí"
"褸","lǚ"
"褻","xiè"
"褽","wèi"
"襁","qiǎng"
"襄","xiāng"
"襆","pú"
"襋","jí"
"襌","dān"
"襖","ǎo"
"襚","suì"
"襛","nóng"
"襜","chān"
"襞","bì"
"襟","jīn"
"襠","dāng"
"襡","shú"
"襢","tǎn"
"襤","lán"
"襦","rú"
"襪","wà"
"襫","shì"
"襬","bǎi"
"襭","xié"
"襮","bó"
"襯","chèn"
"襲","xí"
"襴","lán"
"襶","dài"
"襼","yì"
"西","xī"
"要","yào"
"要","yāo"
"覃","tán"
"覆","fù"
"覈","hé"
"見","jiàn"
"見","xiàn"
"規","guī"
"覓","mì"
"視","shì"
"覘","zhān"
"覜","tiào"
"覡","xí"
"覦","yú"
"親","qīn"
"親","qìng"
"覬","jì"
"覯","gòu"
"覷","qù"
"覺","jiào"
"覺","jué"
"覽","lǎn"
"覿","dí"
"觀","guàn"
"觀","guān"
"角","jiǎo"
"角","jué"
"觔","jīn"
"觖","jué"
"觚","gū"
"觜","zī"
"觜","zuǐ"
"觝","dǐ"
"觡","gé"
"解","jiè"
"解","jiě"
"解","xiè"
"觥","gōng"
"觩","qiú"
"觫","sù"
"觭","jī"
"觱","bì"
"觳","hú"
"觴","shāng"
"觶","zhì"
"觷","xué"
"觸","chù"
"觼","jué"
"觿","xī"
"言","yán"
"訂","dìng"
"訃","fù"
"訇","hōng"
"計","jì"
"訊","xùn"
"討","tǎo"
"訏","xū"
"訐","jié"
"訑","yí"
"訒","rèn"
"訓","xùn"
"訕","shàn"
"訖","qì"
"託","tuō"
"記","jì"
"訛","é"
"訝","yà"
"訟","sòng"
"訢","xīn"
"訣","jué"
"訥","nè"
"訧","yóu"
"訪","fǎng"
"設","shè"
"許","xǔ"
"訴","sù"
"訶","hē"
"診","zhěn"
"註","zhù"
"証","zhèng"
"訾","zǐ"
"訾","zī"
"詁","gǔ"
"詆","dǐ"
"詈","lì"
"詊","pàn"
"詎","jù"
"詐","zhà"
"詒","yí"
"詔","zhào"
"評","píng"
"詖","bì"
"詗","xiòng"
"詘","qū"
"詛","zǔ"
"詞","cí"
"詠","yǒng"
"詡","xǔ"
"詢","xún"
"詣","yì"
"試","shì"
"詩","shī"
"詫","chà"
"詬","gòu"
"詭","guǐ"
"詮","quán"
"詰","jié"
"話","huà"
"該","gāi"
"詳","xiáng"
"詵","shēn"
"詹","zhān"
"詻","è"
"詼","huī"
"詿","guà"
"誃","chǐ"
"誄","lěi"
"誅","zhū"
"誆","kuāng"
"誇","kuā"
"誌","zhì"
"認","rèn"
"誑","kuáng"
"誓","shì"
"誕","dàn"
"誘","yòu"
"誚","qiào"
"語","yù"
"語","yǔ"
"誠","chéng"
"誡","jiè"
"誣","wū"
"誤","wù"
"誥","gào"
"誦","sòng"
"誨","huì"
"說","shuì"
"說","shuō"
"誰","shéi"
"誰","shuí"
"課","kè"
"誶","suì"
"誹","fěi"
"誼","yì"
"誾","yín"
"調","diào"
"調","tiáo"
"諂","chǎn"
"諄","zhūn"
"諆","qī"
"談","tán"
"諉","wěi"
"請","qǐng"
"諏","zōu"
"諑","zhuó"
"諒","liàng"
"論","lún"
"論","lùn"
"諗","shěn"
"諛","yú"
"諜","dié"
"諝","xǔ"
"諞","piǎn"
"諟","shì"
"諠","xuān"
"諡","shì"
"諢","hùn"
"諤","è"
"諦","dì"
"諧","xié"
"諫","jiàn"
"諭","yù"
"諮","zī"
"諱","huì"
"諳","ān"
"諴","xián"
"諵","nán"
"諶","chén"
"諷","fèng"
"諸","zhū"
"諺","yàn"
"諼","xuān"
"諾","nuò"
"謀","móu"
"謁","yè"
"謂","wèi"
"謄","téng"
"謅","zōu"
"謆","shàn"
"謇","jiǎn"
"謊","huǎng"
"謍","yíng"
"謎","mí"
"謏","sǒu"
"謏","xiǎo"
"謐","mì"
"謖","sù"
"謗","bàng"
"謙","qiān"
"謚","shì"
"講","jiǎng"
"謝","xiè"
"謠","yáo"
"謨","mó"
"謫","zhé"
"謬","miù"
"謳","ōu"
"謷","áo"
"謹","jǐn"
"謾","mán"
"謾","màn"
"譁","huá"
"譅","sè"
"譆","xī"
"譈","duì"
"證","zhèng"
"譎","jué"
"譏","jī"
"譒","bò"
"譔","zhuàn"
"譖","zèn"
"識","shí"
"識","zhì"
"譙","qiáo"
"譙","qiào"
"譚","tán"
"譜","pǔ"
"譟","zào"
"警","jǐng"
"譫","zhān"
"譬","pì"
"譭","huǐ"
"譯","yì"
"議","yì"
"譴","qiǎn"
"護","hù"
"譸","zhōu"
"譽","yù"
"譾","jiǎn"
"讀","dòu"
"讀","dú"
"讅","shěn"
"變","biàn"
"讋","zhé"
"讌","yàn"
"讎","chóu"
"讒","chán"
"讓","ràng"
"讕","lán"
"讖","chèn"
"讙","huān"
"讚","zàn"
"讜","dǎng"
"讞","yàn"
"讟","dú"
"谷","gǔ"
"谷","yù"
"谿","qī"
"谿","xī"
"豁","huá"
"豁","huò"
"豁","huō"
"豆","dòu"
"豇","jiāng"
"豈","qǐ"
"豉","chǐ"
"豋","dēng"
"豌","wān"
"豎","shù"
"豏","xiàn"
"豐","fēng"
"豔","yàn"
"豕","shǐ"
"豗","huī"
"豚","tún"
"豝","bā"
"象","xiàng"
"豢","huàn"
"豨","xī"
"豪","háo"
"豫","yù"
"豬","zhū"
"豭","jiā"
"豳","bīn"
"豵","zōng"
"豶","fén"
"豷","yì"
"豸","zhì"
"豹","bào"
"豺","chái"
"豻","àn"
"豻","hàn"
"貂","diāo"
"貅","xiū"
"貆","huán"
"貉","háo"
"貉","hé"
"貉","mò"
"貊","mò"
"貌","mào"
"貍","lí"
"貓","māo"
"貔","pí"
"貘","mò"
"貜","jué"
"貝","bèi"
"貞","zhēn"
"負","fù"
"財","cái"
"貢","gòng"
"貤","yí"
"貧","pín"
"貨","huò"
"販","fàn"
"貪","tān"
"貫","guàn"
"責","zé"
"貰","shì"
"貲","zī"
"貳","èr"
"貴","guì"
"貶","biǎn"
"買","mǎi"
"貸","dài"
"貺","kuàng"
"費","fèi"
"貼","tiē"
"貽","yí"
"貿","mào"
"賀","hè"
"賁","bēn"
"賁","bì"
"賂","lù"
"賃","lìn"
"賄","huì"
"賅","gāi"
"資","zī"
"賈","gǔ"
"賈","jiǎ"
"賊","zéi"
"賑","zhèn"
"賒","shē"
"賓","bīn"
"賕","qiú"
"賙","zhōu"
"賚","lài"
"賜","cì"
"賝","chēn"
"賞","shǎng"
"賠","péi"
"賡","gēng"
"賢","xián"
"賣","mài"
"賤","jiàn"
"賦","fù"
"賨","cóng"
"質","zhì"
"賬","zhàng"
"賭","dǔ"
"賮","jìn"
"賴","lài"
"賵","fèng"
"賸","shèng"
"賺","zhuàn"
"賺","zuàn"
"賻","fù"
"購","gòu"
"賽","sài"
"賾","zé"
"贄","zhì"
"贅","zhuì"
"贇","yūn"
"贈","zèng"
"贉","tǎn"
"贊","zàn"
"贍","shàn"
"贏","yíng"
"贐","jìn"
"贓","zāng"
"贔","bì"
"贖","shú"
"贗","yàn"
"贛","gàn"
"赤","chì"
"赦","shè"
"赧","nǎn"
"赫","hè"
"赬","chēng"
"赭","zhě"
"走","zǒu"
"赴","fù"
"赶","gǎn"
"起","qǐ"
"趁","chèn"
"趄","jū"
"趄","qiè"
"超","chāo"
"越","yuè"
"趔","liè"
"趕","gǎn"
"趙","zhào"
"趟","tàng"
"趡","cuǐ"
"趣","qù"
"趨","qū"
"趫","qiáo"
"趯","tì"
"趯","yuè"
"趲","zǎn"
"足","zú"
"趴","pā"
"趵","bào"
"趹","jué"
"趺","fū"
"趼","jiǎn"
"趾","zhǐ"
"跁","pá"
"跂","qí"
"跅","tuò"
"跋","bá"
"跌","diē"
"跎","tuó"
"跏","jiā"
"跑","pǎo"
"跖","zhí"
"跗","fū"
"跚","shān"
"跛","bǒ"
"距","jù"
"跟","gēn"
"跡","jī"
"跣","xiǎn"
"跤","jiāo"
"跦","zhū"
"跧","quán"
"跨","kuà"
"跩","zhuǎi"
"跪","guì"
"跫","qióng"
"跬","kuǐ"
"路","lù"
"跱","zhì"
"跲","jiá"
"跳","tiào"
"跴","cǎi"
"跼","jú"
"跽","jì"
"踅","chì"
"踅","xué"
"踉","liáng"
"踉","liàng"
"踊","yǒng"
"踏","tà"
"踐","jiàn"
"踖","jí"
"踘","jú"
"踝","huái"
"踞","jù"
"踟","chí"
"踡","quán"
"踢","tī"
"踣","bó"
"踤","cù"
"踦","jǐ"
"踧","cù"
"踩","cǎi"
"踰","yú"
"踴","yǒng"
"踵","zhǒng"
"踶","dì"
"踹","chuài"
"踽","jǔ"
"蹀","dié"
"蹁","pián"
"蹂","róu"
"蹄","tí"
"蹇","jiǎn"
"蹈","dǎo"
"蹉","cuō"
"蹊","xī"
"蹋","tà"
"蹌","qiàng"
"蹌","qiāng"
"蹐","jí"
"蹓","liù"
"蹕","bì"
"蹙","cù"
"蹚","tāng"
"蹝","xǐ"
"蹟","jī"
"蹠","zhí"
"蹡","qiāng"
"蹢","dí"
"蹣","pán"
"蹤","zōng"
"蹦","bèng"
"蹧","zāo"
"蹩","bié"
"蹬","dèng"
"蹭","céng"
"蹭","cèng"
"蹯","fán"
"蹲","dūn"
"蹴","cù"
"蹶","jué"
"蹺","qiāo"
"蹻","qiāo"
"躁","zào"
"躄","bì"
"躇","chú"
"躉","dǔn"
"躊","chóu"
"躋","jī"
"躍","yuè"
"躐","liè"
"躑","zhí"
"躒","lì"
"躓","zhì"
"躔","chán"
"躕","chú"
"躗","wèi"
"躘","lóng"
"躚","xiān"
"躞","xiè"
"躡","niè"
"躥","cuān"
"躩","jué"
"身","shēn"
"躬","gōng"
"躲","duǒ"
"躺","tǎng"
"軀","qū"
"車","chē"
"車","jū"
"軋","yà"
"軌","guǐ"
"軍","jūn"
"軏","yuè"
"軒","xuān"
"軔","rèn"
"軘","tún"
"軛","è"
"軜","nà"
"軝","qí"
"軟","ruǎn"
"軥","qú"
"軫","zhěn"
"軱","gū"
"軸","zhóu"
"軸","zhú"
"軹","zhǐ"
"軺","yáo"
"軻","kē"
"軼","yì"
"軾","shì"
"輀","ér"
"較","jiào"
"輅","lù"
"輇","quán"
"輈","zhōu"
"載","zài"
"載","zǎi"
"輊","zhì"
"輓","wǎn"
"輔","fǔ"
"輕","qīng"
"輗","ní"
"輛","liàng"
"輜","zī"
"輝","huī"
"輞","wǎng"
"輟","chuò"
"輠","guǒ"
"輥","gǔn"
"輦","niǎn"
"輩","bèi"
"輪","lún"
"輮","róu"
"輳","còu"
"輴","chūn"
"輶","yóu"
"輸","shū"
"輹","fù"
"輻","fú"
"輾","zhǎn"
"輿","yú"
"轀","wēn"
"轂","gǔ"
"轂","gū"
"轄","xiá"
"轅","yuán"
"轆","lù"
"轉","zhuǎi"
"轉","zhuàn"
"轉","zhuǎn"
"轍","chè"
"轍","zhé"
"轎","jiào"
"轏","zhàn"
"轑","lǎo"
"轒","fén"
"轔","lín"
"轕","gé"
"轖","sè"
"轗","kǎn"
"轘","huàn"
"轝","yú"
"轟","hōng"
"轡","pèi"
"轢","lì"
"轤","lú"
"辛","xīn"
"辜","gū"
"辟","bì"
"辟","pì"
"辣","là"
"辦","bàn"
"辨","biàn"
"辭","cí"
"辮","biàn"
"辯","biàn"
"辰","chén"
"辱","rǔ"
"農","nóng"
"迂","yū"
"迄","qì"
"迅","xùn"
"迋","wàng"
"迎","yíng"
"近","jìn"
"迓","yà"
"返","fǎn"
"迢","tiáo"
"迤","yí"
"迤","yǐ"
"迥","jiǒng"
"迦","jiā"
"迨","dài"
"迪","dí"
"迫","pò"
"迭","dié"
"迮","zé"
"述","shù"
"迴","huí"
"迷","mí"
"迸","bèng"
"迺","nǎi"
"追","zhuī"
"退","tuì"
"送","sòng"
"适","shì"
"逃","táo"
"逄","páng"
"逅","hòu"
"逆","nì"
"逋","bū"
"逌","yóu"
"逍","xiāo"
"透","tòu"
"逐","zhú"
"逑","qiú"
"途","tú"
"逕","jìng"
"逖","tì"
"逗","dòu"
"這","zhè"
"這","zhèi"
"通","tōng"
"逛","guàng"
"逝","shì"
"逞","chěng"
"速","sù"
"造","zào"
"逡","qūn"
"逢","féng"
"連","lián"
"逭","huàn"
"逮","dài"
"逮","dǎi"
"逯","lù"
"週","zhōu"
"進","jìn"
"逴","chuò"
"逵","kuí"
"逸","yì"
"逼","bī"
"逾","yú"
"遁","dùn"
"遂","suì"
"遄","chuán"
"遇","yù"
"遊","yóu"
"運","yùn"
"遍","biàn"
"過","guò"
"遏","è"
"遐","xiá"
"遑","huáng"
"遒","qiú"
"道","dào"
"達","dá"
"違","wéi"
"遘","gòu"
"遙","yáo"
"遛","liù"
"遜","xùn"
"遝","tà"
"遞","dì"
"遠","yuǎn"
"遣","qiǎn"
"遨","áo"
"適","shì"
"遫","sù"
"遭","zāo"
"遮","zhē"
"遯","dùn"
"遰","dì"
"遲","chí"
"遴","lín"
"遵","zūn"
"遶","rào"
"遷","qiān"
"選","xuǎn"
"遹","yù"
"遺","yí"
"遻","wù"
"遼","liáo"
"遽","jù"
"避","bì"
"邀","yāo"
"邁","mài"
"邂","xiè"
"邃","suì"
"還","hái"
"還","huán"
"邅","zhān"
"邇","ěr"
"邈","miǎo"
"邊","biān"
"邏","luó"
"邐","lǐ"
"邑","yì"
"邕","yōng"
"邗","hán"
"邘","yú"
"邙","máng"
"邛","qióng"
"邠","bīn"
"邡","fāng"
"邢","xíng"
"那","nà"
"那","nǎ"
"那","nèi"
"邦","bāng"
"邧","yuán"
"邪","xié"
"邯","hán"
"邰","tái"
"邱","qiū"
"邲","bì"
"邴","bǐng"
"邵","shào"
"邶","bèi"
"邸","dǐ"
"邽","guī"
"邾","zhū"
"邿","shī"
"郁","yù"
"郃","hé"
"郅","zhì"
"郇","xún"
"郈","hòu"
"郊","jiāo"
"郎","láng"
"郔","yán"
"郕","chéng"
"郗","chī"
"郙","fǔ"
"郚","wú"
"郛","fú"
"郜","gào"
"郝","hǎo"
"郟","jiá"
"郠","gěng"
"郡","jùn"
"郢","yǐng"
"郤","xì"
"部","bù"
"郪","qī"
"郫","pí"
"郭","guō"
"郯","tán"
"郳","ní"
"郴","chēn"
"郵","yóu"
"郹","jú"
"都","dōu"
"都","dū"
"郾","yǎn"
"郿","méi"
"鄀","ruò"
"鄂","è"
"鄄","juàn"
"鄆","yùn"
"鄇","hòu"
"鄈","kuí"
"鄉","xiāng"
"鄋","sōu"
"鄍","míng"
"鄎","xì"
"鄏","rù"
"鄐","chù"
"鄑","zī"
"鄒","zōu"
"鄔","wū"
"鄖","yún"
"鄗","hào"
"鄘","yōng"
"鄙","bǐ"
"鄚","mò"
"鄜","fū"
"鄞","yín"
"鄠","hù"
"鄢","yān"
"鄣","zhāng"
"鄤","màn"
"鄧","dèng"
"鄩","xín"
"鄫","céng"
"鄭","zhèng"
"鄮","mào"
"鄯","shàn"
"鄰","lín"
"鄱","pó"
"鄲","dān"
"鄴","yè"
"鄶","kuài"
"鄺","kuàng"
"鄻","liǎn"
"鄾","yōu"
"鄿","qí"
"酃","líng"
"酅","xī"
"酆","fēng"
"酇","zàn"
"酈","lì"
"酉","yǒu"
"酊","dǐng"
"酋","qiú"
"酌","zhuó"
"配","pèi"
"酎","zhòu"
"酏","yí"
"酐","gān"
"酒","jiǔ"
"酖","dān"
"酖","zhèn"
"酗","xù"
"酚","fēn"
"酡","tuó"
"酢","zuò"
"酣","hān"
"酤","gū"
"酥","sū"
"酪","lào"
"酬","chóu"
"酮","tóng"
"酯","zhǐ"
"酲","chéng"
"酴","tú"
"酵","jiào"
"酷","kù"
"酸","suān"
"酹","lèi"
"酺","pú"
"醁","lù"
"醃","yān"
"醇","chún"
"醉","zuì"
"醊","chuò"
"醋","cù"
"醑","xǔ"
"醒","xǐng"
"醓","tǎn"
"醚","mí"
"醛","quán"
"醜","chǒu"
"醞","yùn"
"醡","zhà"
"醢","hǎi"
"醣","táng"
"醪","láo"
"醫","yī"
"醬","jiàng"
"醭","bú"
"醮","jiào"
"醯","xī"
"醲","nóng"
"醴","lǐ"
"醵","jù"
"醹","rú"
"醺","xūn"
"醼","yàn"
"醽","líng"
"醾","mí"
"釀","niàng"
"釁","xìn"
"釂","jiào"
"釅","yàn"
"釆","biàn"
"采","cài"
"采","cǎi"
"釉","yòu"
"釋","shì"
"里","lǐ"
"重","chóng"
"重","zhòng"
"野","yě"
"量","liáng"
"量","liàng"
"釐","lí"
"金","jīn"
"釓","gá"
"釔","yǐ"
"釕","liǎo"
"釗","zhāo"
"釘","dīng"
"釙","pō"
"釜","fǔ"
"針","zhēn"
"釣","diào"
"釤","shān"
"釦","kòu"
"釧","chuàn"
"釩","fán"
"釬","hàn"
"釭","gāng"
"釵","chāi"
"釷","tǔ"
"釸","xì"
"釹","nǚ"
"鈀","bǎ"
"鈁","fāng"
"鈃","xíng"
"鈇","fū"
"鈉","nà"
"鈊","xīn"
"鈍","dùn"
"鈐","qián"
"鈑","bǎn"
"鈒","jí"
"鈔","chāo"
"鈕","niǔ"
"鈞","jūn"
"鈣","gài"
"鈥","huǒ"
"鈦","tài"
"鈧","kàng"
"鈮","ní"
"鈰","shì"
"鈳","kē"
"鈴","líng"
"鈷","gǔ"
"鈸","bó"
"鈹","pí"
"鈺","yù"
"鈾","yóu"
"鈿","diàn"
"鈿","tián"
"鉀","jiǎ"
"鉅","jù"
"鉆","zhēn"
"鉈","tā"
"鉋","bào"
"鉌","hé"
"鉍","bì"
"鉏","chú"
"鉑","bó"
"鉗","qián"
"鉚","mǎo"
"鉛","qiān"
"鉞","yuè"
"鉤","gōu"
"鉥","shù"
"鉦","zhēng"
"鉬","mù"
"鉶","xíng"
"鉸","jiǎo"
"鉺","ěr"
"鉻","gè"
"鉿","hā"
"銀","yín"
"銃","chòng"
"銅","tóng"
"銍","zhì"
"銎","qiōng"
"銑","xiǎn"
"銓","quán"
"銖","zhū"
"銘","míng"
"銚","diào"
"銚","yáo"
"銛","xiān"
"銜","xián"
"銠","lǎo"
"銣","rú"
"銤","mǐ"
"銥","yī"
"銦","yīn"
"銨","ǎn"
"銩","diū"
"銪","yǒu"
"銫","sè"
"銲","hàn"
"銳","ruì"
"銶","qiú"
"銷","xiāo"
"銻","tī"
"銼","cuò"
"鋁","lǚ"
"鋂","méi"
"鋃","láng"
"鋅","xīn"
"鋆","yún"
"鋇","bèi"
"鋈","wù"
"鋌","dìng"
"鋌","tǐng"
"鋍","bó"
"鋏","jiá"
"鋐","hóng"
"鋒","fēng"
"鋕","zhì"
"鋘","wú"
"鋙","wú"
"鋝","lüè"
"鋤","chú"
"鋦","jú"
"鋦","jū"
"鋨","é"
"鋩","máng"
"鋪","pù"
"鋪","pū"
"鋯","gào"
"鋰","lǐ"
"鋱","tè"
"鋸","jù"
"鋸","jū"
"鋼","gāng"
"錀","lún"
"錁","kè"
"錄","lù"
"錏","yà"
"錐","zhuī"
"錔","tà"
"錕","kūn"
"錘","chuí"
"錙","zī"
"錚","zhēng"
"錞","chún"
"錟","tán"
"錠","dìng"
"錡","qí"
"錢","qián"
"錦","jǐn"
"錨","máo"
"錩","chāng"
"錫","xí"
"錮","gù"
"錯","cuò"
"錳","měng"
"錶","biǎo"
"錸","lái"
"鍆","mén"
"鍇","kǎi"
"鍊","liàn"
"鍋","guō"
"鍍","dù"
"鍏","wéi"
"鍔","è"
"鍘","zhá"
"鍚","yáng"
"鍛","duàn"
"鍠","huáng"
"鍥","qiè"
"鍪","móu"
"鍬","qiāo"
"鍭","hóu"
"鍰","huán"
"鍵","jiàn"
"鍶","sī"
"鍹","xuān"
"鍺","zhě"
"鍼","zhēn"
"鍾","zhōng"
"鎂","měi"
"鎉","tà"
"鎊","bàng"
"鎌","lián"
"鎏","liú"
"鎔","róng"
"鎖","suǒ"
"鎗","qiāng"
"鎘","gé"
"鎚","chuí"
"鎡","zī"
"鎢","wū"
"鎦","liú"
"鎧","kǎi"
"鎩","shā"
"鎬","gǎo"
"鎬","hào"
"鎮","zhèn"
"鎰","yì"
"鎳","niè"
"鎵","jiā"
"鏃","zú"
"鏇","xuàn"
"鏈","liàn"
"鏐","liú"
"鏑","dī"
"鏖","áo"
"鏗","kēng"
"鏘","qiāng"
"鏚","qì"
"鏜","tāng"
"鏝","màn"
"鏞","yōng"
"鏟","chǎn"
"鏡","jìng"
"鏢","biāo"
"鏤","lòu"
"鏦","cōng"
"鏨","zàn"
"鏵","huá"
"鏷","pú"
"鏹","qiǎng"
"鏹","qiāng"
"鏽","xiù"
"鐃","náo"
"鐏","zūn"
"鐓","dūn"
"鐔","tán"
"鐘","zhōng"
"鐙","dèng"
"鐠","pǔ"
"鐨","fèi"
"鐩","suì"
"鐫","juān"
"鐮","lián"
"鐲","zhuó"
"鐳","léi"
"鐵","tiě"
"鐶","huán"
"鐸","duó"
"鐺","chēng"
"鐺","dāng"
"鐻","jù"
"鐿","yì"
"鑀","ài"
"鑄","zhù"
"鑊","huò"
"鑌","bīn"
"鑑","jiàn"
"鑒","jiàn"
"鑕","zhì"
"鑞","là"
"鑠","shuò"
"鑢","lǜ"
"鑣","biāo"
"鑤","bào"
"鑪","lú"
"鑫","xīn"
"鑭","lán"
"鑯","jiān"
"鑰","yào"
"鑰","yuè"
"鑱","chán"
"鑲","xiāng"
"鑵","guàn"
"鑷","niè"
"鑼","luó"
"鑽","zuàn"
"鑽","zuān"
"鑾","luán"
"鑿","záo"
"鑿","zuò"
"钃","shǔ"
"長","cháng"
"長","zhǎng"
"門","mén"
"閂","shuān"
"閃","shǎn"
"閆","yán"
"閈","hàn"
"閉","bì"
"開","kāi"
"閎","hóng"
"閏","rùn"
"閑","xián"
"閒","jiàn"
"閒","xián"
"間","jiàn"
"間","jiān"
"閔","mǐn"
"閘","zhá"
"閟","bì"
"閡","hé"
"閣","gé"
"閤","gé"
"閥","fá"
"閨","guī"
"閫","kǔn"
"閭","lǘ"
"閱","yuè"
"閶","chāng"
"閹","yān"
"閺","wén"
"閻","yán"
"閼","è"
"閼","yān"
"閽","hūn"
