chars,pinyin
"榻","tà"
"榼","kè"
"榾","gǔ"
"槁","gǎo"
"槃","pán"
"槊","shuò"
"構","gòu"
"槌","chuí"
"槍","qiāng"
"槎","chá"
"槐","huái"
"槓","gàng"
"槔","gāo"
"槨","guǒ"
"槱","yǒu"
"槲","hú"
"槳","jiǎng"
"槼","guī"
"槽","cáo"
"槾","mán"
"槿","jǐn"
"樁","zhuāng"
"樂","lè"
"樂","yuè"
"樅","cōng"
"樊","fán"
"樏","lěi"
"樑","liáng"
"樓","lóu"
"樗","chū"
"標","biāo"
"樛","jiū"
"樞","shū"
"樟","zhāng"
"模","mó"
"樣","yàng"
"樧","shā"
"樨","xī"
"樲","èr"
"樴","zhí"
"樵","qiáo"
"樹","shù"
"樺","huà"
"樽","zūn"
"樾","yuè"
"樿","zhǎn"
"橁","xún"
"橄","gǎn"
"橋","qiáo"
"橐","tuó"
"橘","jú"
"橙","chéng"
"橚","sù"
"橛","jué"
"機","jī"
"橡","xiàng"
"橢","tuǒ"
"橤","ruǐ"
"橧","zēng"
"橫","héng"
"橫","hèng"
"橿","jiāng"
"檀","tán"
"檁","lǐn"
"檄","xí"
"檇","zuì"
"檉","chēng"
"檍","yì"
"檎","qín"
"檐","yán"
"檑","léi"
"檔","dàng"
"檖","suì"
"檗","bò"
"檜","guì"
"檟","jiǎ"
"檠","qíng"
"檢","jiǎn"
"檣","qiáng"
"檬","méng"
"檮","táo"
"檯","tái"
"檳","bīn"
"檳","bīng"
"檴","huò"
"檸","níng"
"檻","jiàn"
"檻","kǎn"
"櫃","guì"
"櫌","yōu"
"櫓","lǔ"
"櫚","lǘ"
"櫜","gāo"
"櫝","dú"
"櫞","yuán"
"櫟","lì"
"櫥","chú"
"櫧","zhū"
"櫨","lú"
"櫪","lì"
"櫫","zhū"
"櫬","chèn"
"櫱","niè"
"櫳","lóng"
"櫸","jǔ"
"櫺","líng"
"櫻","yīng"
"欃","chán"
"欄","lán"
"權","quán"
"欒","luán"
"欖","lǎn"
"欠","qiàn"
"次","cì"
"欣","xīn"
"欲","yù"
"欷","xī"
"欹","yī"
"欺","qī"
"欻","chuā"
"欻","hū"
"欽","qīn"
"款","kuǎn"
"欿","kǎn"
"歁","kǎn"
"歃","shà"
"歆","xīn"
"歇","xiē"
"歉","qiàn"
"歊","xiāo"
"歌","gē"
"歎","tàn"
"歐","ōu"
"歔","xū"
"歕","pèn"
"歕","pēn"
"歙","shè"
"歛","liàn"
"歛","liǎn"
"歜","chù"
"歟","yú"
"歠","chuò"
"歡","huān"
"止","zhǐ"
"正","zhèng"
"正","zhēng"
"此","cǐ"
"步","bù"
"武","wǔ"
"歧","qí"
"歪","wāi"
"歲","suì"
"歷","lì"
"歸","guī"
"歹","dǎi"
"死","sǐ"
"歾","mò"
"歿","mò"
"殂","cú"
"殃","yāng"
"殄","tiǎn"
"殆","dài"
"殈","xù"
"殉","xùn"
"殊","shū"
"殍","piǎo"
"殖","zhí"
"殘","cán"
"殛","jí"
"殞","yǔn"
"殢","tì"
"殣","jìn"
"殤","shāng"
"殪","yì"
"殫","dān"
"殭","jiāng"
"殮","liàn"
"殯","bìn"
"殲","jiān"
"殳","shū"
"段","duàn"
"殷","yān"
"殷","yǐn"
"殷","yīn"
"殺","shā"
"殼","ké"
"殼","qiào"
"殽","yáo"
"殿","diàn"
"毀","huǐ"
"毅","yì"
"毆","ōu"
"毈","duàn"
"毋","wú"
"母","mǔ"
"每","měi"
"毒","dú"
"毓","yù"
"比","bì"
"比","bǐ"
"毖","bì"
"毗","pí"
"毘","pí"
"毚","chán"
"毛","máo"
"毧","róng"
"毫","háo"
"毬","qiú"
"毯","tǎn"
"毳","cuì"
"毹","shū"
"毽","jiàn"
"毿","sān"
"氂","máo"
"氄","rǒng"
"氅","chǎng"
"氆","pǔ"
"氈","zhān"
"氍","qú"
"氏","shì"
"氐","dǐ"
"氐","dī"
"民","mín"
"氓","máng"
"氓","méng"
"气","qì"
"氕","piē"
"氖","nǎi"
"氘","dāo"
"氙","xiān"
"氚","chuān"
"氛","fēn"
"氝","nèi"
"氟","fú"
"氡","dōng"
"氣","qì"
"氤","yīn"
"氥","xī"
"氦","hài"
"氧","yǎng"
"氨","ān"
"氪","kè"
"氫","qīng"
"氮","dàn"
"氯","lǜ"
"氳","yūn"
"水","shuǐ"
"永","yǒng"
"氾","fàn"
"氿","guǐ"
"汀","tīng"
"汁","zhī"
"求","qiú"
"汆","cuān"
"汊","chà"
"汍","wán"
"汎","fàn"
"汔","qì"
"汕","shàn"
"汗","hàn"
"汛","xùn"
"汜","sì"
"汝","rǔ"
"汞","gǒng"
"江","jiāng"
"池","chí"
"污","wū"
"汨","mì"
"汩","gǔ"
"汪","wāng"
"汭","ruì"
"汰","tài"
"汲","jí"
"汳","biàn"
"汶","wèn"
"決","jué"
"汽","qì"
"汾","fén"
"沁","qìn"
"沂","yí"
"沃","wò"
"沄","yún"
"沅","yuán"
"沇","yǎn"
"沈","chén"
"沈","shěn"
"沉","chén"
"沌","dùn"
"沍","hù"
"沏","qī"
"沐","mù"
"沒","méi"
"沒","mò"
"沓","tà"
"沔","miǎn"
"沕","wù"
"沖","chòng"
"沖","chōng"
"沙","shā"
"沚","zhǐ"
"沛","pèi"
"沫","mò"
"沬","mèi"
"沮","jǔ"
"沱","tuó"
"河","hé"
"沴","lì"
"沸","fèi"
"油","yóu"
"治","zhì"
"沼","zhǎo"
"沽","gū"
"沾","zhān"
"沿","yán"
"沿","yàn"
"況","kuàng"
"泂","jiǒng"
"泄","xiè"
"泅","qiú"
"泉","quán"
"泊","bó"
"泌","bì"
"泐","lè"
"泒","gū"
"泓","hóng"
"泔","gān"
"法","fǎ"
"泖","mǎo"
"泗","sì"
"泙","píng"
"泛","fàn"
"泝","sù"
"泠","líng"
"泡","pào"
"泡","pāo"
"波","bō"
"泣","qì"
"泥","ní"
"泥","nì"
"注","zhù"
"泩","shēng"
"泫","xuàn"
"泮","pàn"
"泯","mǐn"
"泰","tài"
"泱","yāng"
"泲","jǐ"
"泳","yǒng"
"洄","huí"
"洊","jiàn"
"洋","yáng"
"洌","liè"
"洎","jì"
"洏","ér"
"洑","fú"
"洒","sǎ"
"洗","xǐ"
"洙","zhū"
"洚","jiàng"
"洛","luò"
"洞","dòng"
"洟","yí"
"津","jīn"
"洧","wěi"
"洩","xiè"
"洪","hóng"
"洮","táo"
"洱","ěr"
"洲","zhōu"
"洴","píng"
"洵","xún"
"洶","xiōng"
"洸","guāng"
"洹","huán"
"洺","míng"
"活","huó"
"洼","wā"
"洽","qià"
"派","pài"
"洿","wū"
"流","liú"
"浙","zhè"
"浚","jùn"
"浠","xī"
"浡","bó"
"浤","hóng"
"浥","yì"
"浦","pǔ"
"浩","hào"
"浪","làng"
"浬","lǐ"
"浭","gēng"
"浮","fú"
"浰","lì"
"浴","yù"
"海","hǎi"
"浸","jìn"
"浼","měi"
"涂","tú"
"涅","niè"
"涇","jīng"
"消","xiāo"
"涉","shè"
"涊","niǎn"
"涌","yǒng"
"涎","xián"
"涑","sù"
"涒","tūn"
"涓","juān"
"涔","cén"
"涕","tì"
"涘","sì"
"涪","fú"
"涮","shuàn"
"涯","yá"
"液","yè"
"涴","wò"
"涵","hán"
"涸","hé"
"涼","liáng"
"涿","zhuō"
"淀","diàn"
"淄","zī"
"淅","xī"
"淇","qí"
"淊","yān"
"淋","lìn"
"淌","tǎng"
"淒","qī"
"淓","fāng"
"淖","nào"
"淘","táo"
"淙","cóng"
"淚","lèi"
"淝","féi"
"淞","sōng"
"淟","tiǎn"
"淠","pì"
"淡","dàn"
"淢","yù"
"淤","yū"
"淥","lù"
"淦","gàn"
"淨","jìng"
"淩","líng"
"淪","lún"
"淫","yín"
"淬","cuì"
"淮","huái"
"淰","niǎn"
"深","shēn"
"淳","chún"
"淵","yuān"
"淶","lái"
"混","hún"
"混","hùn"
"淹","yān"
"淺","qiǎn"
"淺","qiān"
"添","tiān"
"淼","miǎo"
"清","qīng"
"渙","huàn"
"渚","zhǔ"
"減","jiǎn"
"渝","yú"
"渟","tíng"
"渠","qú"
"渡","dù"
"渢","féng"
"渣","zhā"
"渤","bó"
"渥","wò"
"渦","guō"
"渦","wō"
"渫","xiè"
"測","cè"
"渭","wèi"
"渮","gē"
"港","gǎng"
"渲","xuàn"
"渴","kě"
"游","yóu"
"渺","miǎo"
"渼","měi"
"渾","hún"
"湃","pài"
"湄","méi"
"湅","liàn"
"湊","còu"
"湋","wéi"
"湍","tuān"
"湎","miǎn"
"湑","xǔ"
"湓","pén"
"湔","jiān"
"湖","hú"
"湘","xiāng"
"湛","zhàn"
"湜","shí"
"湝","jiē"
"湟","huáng"
"湢","bì"
"湧","yǒng"
"湫","jiǎo"
"湮","yān"
"湮","yīn"
"湯","tāng"
"湱","huò"
"湲","yuán"
"溉","gài"
"溎","guì"
"溏","táng"
"源","yuán"
"準","zhǔn"
"溘","kè"
"溛","wā"
"溜","liū"
"溝","gōu"
"溟","míng"
"溠","zhà"
"溢","yì"
"溤","mǎ"
"溥","pǔ"
"溧","lì"
"溪","qī"
"溪","xī"
"溫","wēn"
"溯","sù"
"溱","zhēn"
"溲","sōu"
"溴","xiù"
"溶","róng"
"溷","hùn"
"溺","nì"
"溺","niào"
"溼","shī"
"溽","rù"
"溾","wēi"
"滁","chú"
"滂","pāng"
"滃","wěng"
"滄","cāng"
"滅","miè"
"滇","diān"
"滉","huǎng"
"滋","zī"
"滌","dí"
"滎","xíng"
"滏","fǔ"
"滑","gǔ"
"滑","huá"
"滓","zǐ"
"滔","tāo"
"滕","téng"
"滘","jiào"
"滫","xiū"
"滬","hù"
"滮","biāo"
"滯","zhì"
"滲","shèn"
"滴","dī"
"滷","lǔ"
"滸","hǔ"
"滹","hū"
"滾","gǔn"
"滿","mǎn"
"漁","yú"
"漂","piào"
"漂","piǎo"
"漂","piāo"
"漆","qī"
"漈","jì"
"漉","lù"
"漊","lǚ"
"漏","lòu"
"漓","lí"
"演","yǎn"
"漕","cáo"
"漘","chún"
"漙","tuán"
"漚","òu"
"漚","ōu"
"漠","mò"
"漢","hàn"
"漣","lián"
"漦","lí"
"漩","xuán"
"漪","yī"
"漫","màn"
"漬","zì"
"漭","mǎng"
"漯","tà"
"漰","pēng"
"漱","shù"
"漲","zhàng"
"漲","zhǎng"
"漳","zhāng"
"漵","xù"
"漶","huàn"
"漷","kuò"
"漸","jiàn"
"漸","jiān"
"漾","yàng"
"漿","jiàng"
"漿","jiāng"
"潁","yǐng"
"潏","jué"
"潑","pō"
"潔","jié"
"潗","jí"
"潘","pān"
"潚","xiāo"
"潛","qián"
"潞","lù"
"潟","xì"
"潠","xùn"
"潢","huáng"
"潤","rùn"
"潦","lǎo"
"潭","tán"
"潮","cháo"
"潯","xún"
"潰","kuì"
"潸","shān"
"潺","chán"
"潼","tóng"
"潾","lín"
"澀","sè"
"澂","chéng"
"澄","chéng"
"澄","dèng"
"澆","jiāo"
"澇","lào"
"澈","chè"
"澉","gǎn"
"澌","sī"
"澍","shù"
"澎","péng"
"澐","yún"
"澒","hòng"
"澔","hào"
"澗","jiàn"
"澠","shéng"
"澡","zǎo"
"澣","huǎn"
"澣","wǎn"
"澤","zé"
"澥","xiè"
"澦","yù"
"澧","lǐ"
"澨","shì"
"澬","zī"
"澮","kuài"
"澰","liàn"
"澱","diàn"
"澳","ào"
"澴","huán"
"澶","chán"
"澹","dàn"
"澹","tán"
"澼","pì"
"激","jī"
"濁","zhuó"
"濂","lián"
"濃","nóng"
"濆","fén"
"濇","sè"
"濉","suī"
"濊","huì"
"濔","mǐ"
"濕","shī"
"濘","nìng"
"濛","méng"
"濟","jì"
"濠","háo"
"濡","rú"
"濤","tāo"
"濩","huò"
"濫","làn"
"濬","jùn"
"濮","pú"
"濯","zhuó"
"濰","wéi"
"濱","bīn"
"濲","gǔ"
"濺","jiàn"
"濼","luò"
"濾","lǜ"
"瀁","yàng"
"瀅","yíng"
"瀆","dú"
"瀉","xiè"
"瀋","shěn"
"瀌","biāo"
"瀍","chán"
"瀏","liú"
"瀑","bào"
"瀑","pù"
"瀕","bīn"
"瀘","lú"
"瀚","hàn"
"瀛","yíng"
"瀝","lì"
"瀟","xiāo"
"瀠","yíng"
"瀡","suǐ"
"瀣","xiè"
"瀦","zhū"
"瀧","lóng"
"瀧","shuāng"
"瀨","lài"
"瀰","mí"
"瀲","liàn"
"瀳","jiàn"
"瀵","fèn"
"瀹","yuè"
"瀺","chán"
"瀼","ráng"
"瀾","lán"
"灃","fēng"
"灄","shè"
"灉","yōng"
"灌","guàn"
"灑","sǎ"
"灕","lí"
"灘","tān"
"灝","hào"
"灞","bà"
"灠","lǎn"
"灣","wān"
"灤","luán"
"灥","xún"
"灩","yàn"
"火","huǒ"
"灰","huī"
"灶","zào"
"灸","jiǔ"
"灺","xiè"
"灼","zhuó"
"災","zāi"
"炅","guì"
"炊","chuī"
"炎","yán"
"炒","chǎo"
"炔","quē"
"炕","kàng"
"炖","dùn"
"炘","xīn"
"炙","zhì"
"炤","zhào"
"炫","xuàn"
"炬","jù"
"炭","tàn"
"炮","pào"
"炯","jiǒng"
"炰","páo"
"炱","tái"
"炳","bǐng"
"炷","zhù"
"炸","zhá"
"炸","zhà"
"為","wéi"
"為","wèi"
"烈","liè"
"烊","yáng"
"烋","xiāo"
"烏","wū"
"烓","wēi"
"烔","tóng"
"烘","hōng"
"烙","lào"
"烜","xuǎn"
"烝","zhēng"
"烤","kǎo"
"烯","xī"
"烳","pǔ"
"烴","tīng"
"烷","wán"
"烹","pēng"
"烺","lǎng"
"烽","fēng"
"焄","xūn"
"焉","yān"
"焊","hàn"
"焌","jùn"
"焙","bèi"
"焚","fén"
"焜","kūn"
"焠","cuì"
"無","wú"
"焦","jiāo"
"焮","xìn"
"焰","yàn"
"焱","yàn"
"然","rán"
"煁","chén"
"煃","kuǐ"
"煇","huī"
"煉","liàn"
"煌","huáng"
"煎","jiān"
"煐","yīng"
"煒","wěi"
"煖","nuǎn"
"煙","yān"
"煚","jiǒng"
"煜","yù"
"煝","mèi"
"煞","shà"
"煞","shā"
"煟","wèi"
"煢","qióng"
"煤","méi"
"煥","huàn"
"照","zhào"
"煨","wēi"
"煩","fán"
"煬","yáng"
"煮","zhǔ"
"煲","bāo"
"煽","shān"
"熀","huǎng"
"熅","yùn"
"熇","kǎo"
"熉","yún"
"熊","xióng"
"熏","xūn"
"熒","yíng"
"熔","róng"
"熗","qiàng"
"熙","xī"
"熛","biāo"
"熟","shú"
"熠","yì"
"熤","yì"
"熨","yù"
"熨","yùn"
"熬","áo"
"熬","āo"
"熯","hàn"
"熱","rè"
"熲","jiǒng"
"熳","màn"
"熵","shāng"
"熸","jiān"
"熹","xī"
"熾","chì"
"熿","huáng"
"燀","chǎn"
"燁","yè"
"燂","qián"
"燃","rán"
"燄","yàn"
"燈","dēng"
"燉","dùn"
"燊","shēn"
"燋","jiāo"
"燎","liáo"
"燏","yù"
"燐","lín"
"燒","shāo"
"燔","fán"
"燕","yàn"
"燕","yān"
"燖","xún"
"燙","tàng"
"燜","mèn"
"營","yíng"
"燠","yù"
"燡","yì"
"燥","zào"
"燦","càn"
"燧","suì"
"燨","xī"
"燬","huǐ"
"燭","zhú"
"燮","xiè"
"燴","huì"
"燹","xiǎn"
"燻","xūn"
"燼","jìn"
"燾","dào"
"燿","yào"
"爆","bào"
"爇","rè"
"爇","ruò"
"爍","shuò"
"爐","lú"
"爓","yàn"
"爚","yuè"
"爛","làn"
"爝","jué"
"爟","guàn"
"爨","cuàn"
"爪","zhuǎ"
"爬","pá"
"爭","zhēng"
"爰","yuán"
"爵","jué"
"父","fù"
"爸","bà"
"爹","diē"
"爺","yé"
"爻","yáo"
"爽","shuǎng"
"爾","ěr"
"牁","gē"
"牂","zāng"
"牆","qiáng"
"片","piàn"
"片","piān"
"版","bǎn"
"牋","jiān"
"牌","pái"
"牏","tóu"
"牒","dié"
"牓","bǎng"
"牖","yǒu"
"牘","dú"
"牙","yá"
"牛","niú"
"牝","pìn"
"牟","móu"
"牠","tā"
"牡","mǔ"
"牢","láo"
"牣","rèn"
"牧","mù"
"物","wù"
"牮","jiàn"
"牯","gǔ"
"牲","shēng"
"牳","mǔ"
"牴","dǐ"
"牷","quán"
"牸","zì"
"特","tè"
"牼","kēng"
"牽","qiān"
"牿","gù"
"犀","xī"
"犁","lí"
"犄","jī"
"犆","tè"
"犉","rún"
"犍","jiān"
"犒","kào"
"犖","luò"
"犛","lí"
"犢","dú"
"犧","xī"
"犬","quǎn"
"犯","fàn"
"犰","qiú"
"犴","àn"
"犵","qì"
"犺","kàng"
"狀","zhuàng"
"狁","yǔn"
"狂","kuáng"
"狃","niǔ"
"狄","dí"
"狆","zhòng"
"狉","pī"
"狎","xiá"
"狐","hú"
"狒","fèi"
"狗","gǒu"
"狙","jū"
"狠","hěn"
"狡","jiǎo"
"狨","róng"
"狩","shòu"
"狫","lǎo"
"狳","yú"
"狴","bì"
"狷","juàn"
"狸","lí"
"狹","xiá"
"狺","yín"
"狻","suān"
"狼","láng"
"狽","bèi"
"猈","bà"
"猊","ní"
"猋","biāo"
"猖","chāng"
"猗","yī"
"猘","zhì"
"猙","zhēng"
"猛","měng"
"猜","cāi"
"猝","cù"
"猢","hú"
"猥","wěi"
"猩","xīng"
"猭","yuán"
"猱","náo"
"猲","hè"
"猲","xiē"
"猴","hóu"
"猶","yóu"
"猷","yóu"
"猺","yáo"
"猻","sūn"
"猾","huá"
"猿","yuán"
"獀","sōu"
"獃","dāi"
"獄","yù"
"獅","shī"
"獍","jìng"
"獎","jiǎng"
"獐","zhāng"
"獒","áo"
"獗","jué"
"獙","bì"
"獚","huáng"
"獠","liáo"
"獧","juàn"
"獨","dú"
"獪","kuài"
"獫","xiǎn"
"獬","xiè"
"獮","xiǎn"
"獯","xūn"
"獰","níng"
"獲","huò"
"獳","nòu"
"獵","liè"
"獸","shòu"
"獺","tǎ"
"獻","xiàn"
"獼","mí"
"獾","huān"
"玀","luó"
"玁","xiǎn"
"玄","xuán"
"玅","miào"
"率","lǜ"
"率","shuài"
"玈","lú"
"玉","yù"
"王","wáng"
"玎","dīng"
"玔","chuàn"
"玕","gān"
"玖","jiǔ"
"玟","mín"
"玟","wén"
"玠","jiè"
"玢","bīn"
"玤","bàng"
"玥","yuè"
"玦","jué"
"玨","jué"
"玩","wán"
"玩","wàn"
"玫","méi"
"玲","líng"
"玳","dài"
"玷","diàn"
"玻","bō"
"玼","cǐ"
"珀","pò"
"珂","kē"
"珇","zǔ"
"珈","jiā"
"珊","shān"
"珌","bì"
"珍","zhēn"
"珓","jiào"
"珔","jiàn"
"珖","guāng"
"珙","gǒng"
"珛","xiù"
"珞","luò"
"珠","zhū"
"珣","xún"
"珥","ěr"
"珧","yáo"
"珩","héng"
"珪","guī"
"班","bān"
"珮","pèi"
"珶","dì"
"珽","tǐng"
"現","xiàn"
"球","qiú"
"琅","láng"
"理","lǐ"
"琇","xiù"
"琉","liú"
"琖","zhǎn"
"琚","jū"
"琛","chēn"
"琢","zhuó"
"琤","chēng"
"琥","hǔ"
"琦","qí"
"琨","kūn"
"琪","qí"
"琫","běng"
"琬","wǎn"
"琭","lù"
"琮","cóng"
"琯","guǎn"
"琰","yǎn"
"琱","diāo"
"琳","lín"
"琴","qín"
"琵","pí"
"琶","pá"
"琺","fà"
"琿","hún"
"瑀","yǔ"
"瑁","mào"
"瑂","méi"
"瑄","xuān"
"瑋","wěi"
"瑑","zhuàn"
"瑔","quán"
"瑕","xiá"
"瑗","yuàn"
"瑙","nǎo"
"瑚","hú"
"瑛","yīng"
"瑜","yú"
"瑞","ruì"
"瑟","sè"
"瑢","róng"
"瑣","suǒ"
"瑤","yáo"
"瑩","yíng"
"瑭","táng"
"瑯","láng"
"瑰","guī"
"瑱","tiàn"
"瑱","zhèn"
"瑲","qiāng"
"瑳","cuǒ"
"瑾","jǐn"
"璀","cuǐ"
"璁","cōng"
"璃","lí"
"璅","suǒ"
"璆","qiú"
"璇","xuán"
"璈","áo"
"璊","mén"
"璋","zhāng"
"璐","lù"
"璘","lín"
"璚","jué"
"璚","qióng"
"璜","huáng"
"璞","pú"
"璟","jǐng"
"璠","fán"
"璣","jī"
"璥","jǐng"
"璦","ài"
"璧","bì"
"璨","càn"
"璩","qú"
"璪","zǎo"
"璫","dāng"
"璯","huì"
"環","huán"
"璲","suì"
"璵","yú"
"璸","bīn"
"璽","xǐ"
"璿","xuán"
"瓀","ruǎn"
"瓊","qióng"
"瓏","lóng"
"瓔","yīng"
"瓖","xiāng"
"瓘","guàn"
"瓚","zàn"
"瓜","guā"
"瓞","dié"
"瓠","hù"
"瓢","piáo"
"瓣","bàn"
"瓤","ráng"
"瓦","wǎ"
"瓮","wèng"
"瓴","líng"
"瓶","píng"
"瓷","cí"
"瓻","chī"
"甀","zhuì"
"甃","zhòu"
"甄","zhēn"
"甇","yīng"
"甌","ōu"
"甍","méng"
"甑","zèng"
"甒","wǔ"
"甓","pì"
"甕","wèng"
"甖","yīng"
"甗","yǎn"
"甘","gān"
"甚","shèn"
"甜","tián"
"生","shēng"
"甡","shēn"
"產","chǎn"
"甥","shēng"
"甦","sū"
"用","yòng"
"甩","shuǎi"
"甪","lù"
"甫","fǔ"
"甬","yǒng"
"甭","béng"
"田","tián"
"由","yóu"
"甲","jiǎ"
"申","shēn"
"男","nán"
"甸","diàn"
"町","tǐng"
"甾","zāi"
"甿","méng"
"畀","bì"
"畇","yún"
"畈","fàn"
"畋","tián"
"界","jiè"
"畎","quǎn"
"畏","wèi"
"畔","pàn"
"留","liú"
"畚","běn"
"畛","zhěn"
"畜","chù"
"畜","xù"
"畝","mǔ"
"畟","cè"
"畢","bì"
"畤","zhì"
"略","lüè"
"畦","qí"
"番","fān"
"番","pān"
"畫","huà"
"畬","yú"
"畯","jùn"
"異","yì"
"當","dàng"
"當","dāng"
"畸","jī"
"畹","wǎn"
"畽","tuǎn"
"畿","jī"
"疆","jiāng"
"疇","chóu"
"疊","dié"
"疋","pǐ"
"疏","shū"
"疐","zhì"
"疑","yí"
"疔","dīng"
"疕","bǐ"
"疘","gāng"
"疙","gē"
"疚","jiù"
"疝","shàn"
"疢","chèn"
"疣","yóu"
"疤","bā"
"疥","jiè"
"疫","yì"
"疲","pí"
"疳","gān"
"疵","cī"
"疶","xiè"
"疸","dǎn"
"疹","zhěn"
"疼","téng"
"疽","jū"
"疾","jí"
"疿","fèi"
"痁","diàn"
"痂","jiā"
"痄","zhà"
"病","bìng"
"症","zhèng"
"症","zhēng"
"痊","quán"
"痌","tōng"
"痍","yí"
"痐","huí"
"痒","yǎng"
"痔","zhì"
"痕","hén"
"痗","mèi"
"痘","dòu"
"痙","jìng"
"痚","xiāo"
"痛","tòng"
"痞","pǐ"
"痠","suān"
"痡","pū"
"痢","lì"
"痣","zhì"
"痤","cuó"
"痦","wù"
"痧","shā"
"痯","guǎn"
"痰","tán"
"痱","fèi"
"痲","má"
"痴","chī"
"痵","jì"
"痺","bì"
"痻","mín"
"痼","gù"
"痾","ē"
"痿","wěi"
"瘁","cuì"
"瘃","zhú"
"瘈","jì"
"瘉","yù"
"瘊","hóu"
"瘋","fēng"
"瘌","là"
"瘍","yáng"
"瘏","tú"
"瘐","yǔ"
"瘓","huàn"
"瘕","jiǎ"
"瘖","yīn"
"瘝","guān"
"瘞","yì"
"瘟","wēn"
"瘠","jí"
"瘡","chuāng"
"瘢","bān"
"瘤","liú"
"瘥","chài"
"瘥","cuó"
"瘦","shòu"
"瘧","nüè"
"瘧","yào"
"瘨","diān"
"瘩","dá"
"瘭","biāo"
"瘯","cù"
"瘰","luǒ"
"瘳","chōu"
"瘴","zhàng"
"瘵","zhài"
"瘸","qué"
"瘺","lòu"
"瘼","mò"
"療","liáo"
"癃","lóng"
"癆","láo"
"癇","xián"
"癉","dàn"
"癉","dān"
"癌","ái"
"癌","yán"
"癒","yù"
"癖","pǐ"
"癘","lì"
"癙","shǔ"
"癜","diàn"
"癟","biě"
"癠","jì"
"癡","chī"
"癢","yǎng"
"癥","zhēng"
"癩","lài"
"癬","xuǎn"
"癭","yǐng"
"癮","yǐn"
"癰","yōng"
"癱","tān"
"癲","diān"
"癸","guǐ"
"登","dēng"
"發","fā"
"白","bái"
"百","bǎi"
"皂","zào"
"的","de"
"的","dí"
"的","dì"
"皆","jiē"
"皇","huáng"
"皈","guī"
"皋","gāo"
"皎","jiǎo"
"皓","hào"
"皖","wǎn"
"皙","xī"
"皚","ái"
"皜","hào"
"皤","pó"
"皦","jiǎo"
"皪","lì"
"皭","jiào"
"皮","pí"
"皰","pào"
"皴","cūn"
"皸","jūn"
"皺","zhòu"
"皽","zhǎn"
"盂","yú"
"盃","bēi"
"盅","zhōng"
"盆","pén"
"盈","yíng"
"益","yì"
"盍","hé"
"盎","àng"
"盒","hé"
"盔","kuī"
"盚","qiú"
"盛","chéng"
"盛","shèng"
"盜","dào"
"盝","lù"
"盞","zhǎn"
"盟","méng"
"盡","jìn"
"監","jiàn"
"監","jiān"
"盤","pán"
"盥","guàn"
"盦","ān"
"盧","lú"
"盩","zhōu"
"盪","dàng"
"盬","gǔ"
"盭","lì"
"目","mù"
"盯","dīng"
"盱","xū"
"盲","máng"
"直","zhí"
"盵","qì"
"相","xiàng"
"相","xiāng"
"盹","dǔn"
"盻","xì"
"盼","pàn"
"盾","dùn"
"省","shěng"
"省","xǐng"
"眄","miǎn"
"眅","pān"
"眇","miǎo"
"眈","dān"
"眉","méi"
"眊","mào"
"看","kàn"
"看","kān"
"眕","zhěn"
"眙","yí"
"眚","shěng"
"眛","mèi"
"真","zhēn"
"眠","mián"
"眢","yuān"
"眥","zì"
"眨","zhǎ"
"眩","xuàn"
"眭","suī"
"眯","mǐ"
"眴","xuàn"
"眵","chī"
"眶","kuàng"
"眷","juàn"
"眸","móu"
"眺","tiào"
"眼","yǎn"
"眾","zhòng"
"着","zháo"
"着","zhuó"
"睅","hàn"
"睆","huǎn"
"睇","dì"
"睊","juàn"
"睍","xiàn"
"睏","kùn"
"睒","shǎn"
"睙","liè"
"睛","jīng"
"睜","zhēng"
"睞","lài"
"睟","suì"
"睠","juàn"
"睡","shuì"
"睢","suī"
"督","dū"
"睥","bì"
"睦","mù"
"睨","nì"
"睫","jié"
"睬","cǎi"
"睯","hūn"
"睹","dǔ"
"睽","kuí"
"睾","gāo"
"睿","ruì"
"瞀","mào"
"瞄","miáo"
"瞅","chǒu"
"瞇","mī"
"瞋","chēn"
"瞍","sǒu"
"瞎","xiā"
"瞏","qióng"
"瞑","míng"
"瞞","mán"
"瞟","piǎo"
"瞠","chēng"
"瞥","piē"
"瞧","qiáo"
"瞪","dèng"
"瞫","shěn"
"瞬","shùn"
"瞭","liào"
"瞭","liǎo"
"瞰","kàn"
"瞳","tóng"
"瞷","jiàn"
"瞻","zhān"
"瞼","jiǎn"
"瞽","gǔ"
"瞿","jù"
"瞿","qú"
"矇","méng"
"矇","mēng"
"矍","jué"
"矓","lóng"
"矔","guàn"
"矗","chù"
"矙","kàn"
"矚","zhǔ"
"矛","máo"
"矜","jīn"
"矞","yù"
"矢","shǐ"
"矣","yǐ"
"知","zhī"
"矧","shěn"
"矩","jǔ"
"矬","cuó"
"短","duǎn"
"矮","ǎi"
"矯","jiǎo"
"矰","zēng"
"矱","huò"
"石","dàn"
"石","shí"
"矻","kù"
"矼","jiāng"
"砂","shā"
"砃","dān"
"砅","lì"
"砆","fū"
"砌","qì"
"砍","kǎn"
"砑","yà"
"砒","pī"
"研","yán"
"砟","zhǎ"
"砠","qū"
"砢","luǒ"
"砣","tuó"
"砥","dǐ"
"砦","zhài"
"砧","zhēn"
"砩","fèi"
"砩","fú"
"砫","zhǔ"
"砭","biān"
