chars,pinyin
"蟑","zhāng"
"蟒","mǎng"
"蟛","péng"
"蟜","jiǎo"
"蟠","pán"
"蟢","xǐ"
"蟥","huáng"
"蟪","huì"
"蟭","jiāo"
"蟹","xiè"
"蟾","chán"
"蟿","qì"
"蠁","xiàng"
"蠂","shè"
"蠃","luǒ"
"蠊","lián"
"蠓","měng"
"蠕","rú"
"蠖","huò"
"蠗","zhuó"
"蠙","bīn"
"蠛","miè"
"蠜","fán"
"蠡","lí"
"蠡","lǐ"
"蠢","chǔn"
"蠨","xiāo"
"蠮","yē"
"蠰","shàng"
"蠲","juān"
"蠸","quán"
"蠹","dù"
"血","xiě"
"血","xuè"
"衁","huāng"
"衄","nǜ"
"衅","xìn"
"行","háng"
"行","xíng"
"行","xìng"
"衍","yǎn"
"衎","kàn"
"衔","xián"
"衕","tòng"
"衖","lòng"
"街","jiē"
"衙","yá"
"衚","hú"
"衡","héng"
"衢","qú"
"衣","yì"
"衣","yī"
"补","bǔ"
"表","biǎo"
"衩","chà"
"衩","chǎ"
"衫","shān"
"衬","chèn"
"衮","gǔn"
"衰","cuī"
"衰","shuāi"
"衲","nà"
"衵","nì"
"衷","zhōng"
"衽","rèn"
"衾","qīn"
"衿","jīn"
"袁","yuán"
"袂","mèi"
"袄","ǎo"
"袅","niǎo"
"袈","jiā"
"袋","dài"
"袍","páo"
"袒","tǎn"
"袖","xiù"
"袗","zhěn"
"袚","fú"
"袜","wà"
"袟","zhì"
"袤","mào"
"被","bèi"
"袭","xí"
"袱","fú"
"袲","yí"
"袷","jiá"
"袺","jié"
"袽","rú"
"裀","yīn"
"裁","cái"
"裂","liè"
"装","zhuāng"
"裆","dāng"
"裋","shù"
"裌","jiá"
"裎","chéng"
"裒","póu"
"裔","yì"
"裕","yù"
"裘","qiú"
"裙","qún"
"裟","shā"
"裢","lián"
"裤","kù"
"裨","bì"
"裨","pí"
"裯","chóu"
"裱","biǎo"
"裳","cháng"
"裴","péi"
"裸","guàn"
"裸","kè"
"裸","luǒ"
"裹","guǒ"
"裾","jū"
"褂","guà"
"褊","biǎn"
"褌","huī"
"褒","bāo"
"褓","bǎo"
"褔","fù"
"褕","yú"
"褙","bèi"
"褚","chǔ"
"褛","lǚ"
"褡","dā"
"褥","rù"
"褦","nài"
"褧","jiǒng"
"褪","tùn"
"褫","chǐ"
"褯","jiè"
"褰","qiān"
"褴","lán"
"褵","lí"
"褽","wèi"
"襁","qiǎng"
"襄","xiāng"
"襆","pú"
"襋","jí"
"襌","dān"
"襚","suì"
"襛","nóng"
"襜","chān"
"襞","bì"
"襟","jīn"
"襡","shú"
"襢","tǎn"
"襦","rú"
"襫","shì"
"襬","bǎi"
"襭","xié"
"襮","bó"
"襴","lán"
"襶","dài"
"襼","yì"
"西","xī"
"要","yào"
"要","yāo"
"覃","tán"
"覆","fù"
"覈","hé"
"覜","tiào"
"见","jiàn"
"见","xiàn"
"观","guàn"
"观","guān"
"规","guī"
"觅","mì"
"视","shì"
"觇","zhān"
"览","lǎn"
"觉","jiào"
"觉","jué"
"觊","jì"
"觋","xí"
"觌","dí"
"觎","yú"
"觏","gòu"
"觑","qù"
"角","jiǎo"
"角","jué"
"觖","jué"
"觚","gū"
"觜","zī"
"觜","zuǐ"
"觝","dǐ"
"觞","shāng"
"觡","gé"
"解","jiè"
"解","jiě"
"解","xiè"
"觥","gōng"
"触","chù"
"觩","qiú"
"觫","sù"
"觭","jī"
"觯","zhì"
"觱","bì"
"觳","hú"
"觷","xué"
"觼","jué"
"觿","xī"
"言","yán"
"訇","hōng"
"訏","xū"
"訑","yí"
"訒","rèn"
"訧","yóu"
"訾","zǐ"
"訾","zī"
"詈","lì"
"詊","pàn"
"詖","bì"
"詗","xiòng"
"詹","zhān"
"詻","è"
"誃","chǐ"
"誉","yù"
"誊","téng"
"誓","shì"
"誾","yín"
"諆","qī"
"諝","xǔ"
"諟","shì"
"諡","shì"
"諴","xián"
"諵","nán"
"謆","shàn"
"謇","jiǎn"
"謍","yíng"
"謏","sǒu"
"謏","xiǎo"
"謷","áo"
"譅","sè"
"譆","xī"
"譈","duì"
"譒","bò"
"警","jǐng"
"譬","pì"
"譸","zhōu"
"讅","shěn"
"讋","zhé"
"讙","huān"
"讟","dú"
"讠","liú"
"计","jì"
"订","dìng"
"讣","fù"
"认","rèn"
"讥","jī"
"讦","jié"
"讨","tǎo"
"让","ràng"
"讪","shàn"
"讫","qì"
"训","xùn"
"议","yì"
"讯","xùn"
"记","jì"
"讲","jiǎng"
"讳","huì"
"讴","ōu"
"讵","jù"
"讶","yà"
"讷","nè"
"许","xǔ"
"讹","é"
"论","lún"
"论","lùn"
"讼","sòng"
"讽","fèng"
"设","shè"
"访","fǎng"
"诀","jué"
"证","zhèng"
"诂","gǔ"
"诃","hē"
"评","píng"
"诅","zǔ"
"识","shí"
"识","zhì"
"诈","zhà"
"诉","sù"
"诊","zhěn"
"诋","dǐ"
"诌","zōu"
"词","cí"
"诎","zhào"
"诏","qū"
"译","yì"
"诒","yí"
"诓","kuāng"
"诔","lěi"
"试","shì"
"诖","guà"
"诗","shī"
"诘","jié"
"诙","huī"
"诚","chéng"
"诛","zhū"
"诜","shēn"
"话","huà"
"诞","dàn"
"诟","gòu"
"诠","quán"
"诡","guǐ"
"询","xún"
"诣","yì"
"该","gāi"
"详","xiáng"
"诧","chà"
"诨","hùn"
"诩","xǔ"
"诫","jiè"
"诬","wū"
"语","yù"
"语","yǔ"
"诮","qiào"
"误","wù"
"诰","gào"
"诱","yòu"
"诲","huì"
"诳","kuáng"
"说","shuì"
"说","shuō"
"诵","sòng"
"请","qǐng"
"诸","zhū"
"诹","zōu"
"诺","nuò"
"读","dòu"
"读","dú"
"诼","zhuó"
"诽","fěi"
"课","kè"
"诿","wěi"
"谀","yú"
"谁","shéi"
"谁","shuí"
"谂","shěn"
"调","diào"
"调","tiáo"
"谄","chǎn"
"谅","liàng"
"谆","zhūn"
"谇","suì"
"谈","tán"
"谊","yì"
"谋","móu"
"谌","chén"
"谍","dié"
"谎","huǎng"
"谏","jiàn"
"谐","xié"
"谒","yè"
"谓","wèi"
"谔","è"
"谕","yù"
"谖","xuān"
"谗","chán"
"谘","zī"
"谙","ān"
"谚","yàn"
"谛","dì"
"谜","mí"
"谝","piǎn"
"谟","mó"
"谠","dǎng"
"谡","sù"
"谢","xiè"
"谣","yáo"
"谤","bàng"
"谥","shì"
"谦","qiān"
"谧","mì"
"谨","jǐn"
"谩","mán"
"谩","màn"
"谪","zhé"
"谫","jiǎn"
"谬","miù"
"谭","tán"
"谮","zèn"
"谯","qiáo"
"谯","qiào"
"谰","lán"
"谱","pǔ"
"谲","jué"
"谳","yàn"
"谴","qiǎn"
"谵","zhān"
"谶","chèn"
"谷","gǔ"
"谷","yù"
"豁","huá"
"豁","huò"
"豁","huō"
"豆","dòu"
"豇","jiāng"
"豉","chǐ"
"豌","wān"
"豏","xiàn"
"豕","shǐ"
"豗","huī"
"豚","tún"
"豝","bā"
"象","xiàng"
"豢","huàn"
"豨","xī"
"豪","háo"
"豫","yù"
"豭","jiā"
"豳","bīn"
"豵","zōng"
"豶","fén"
"豷","yì"
"豸","zhì"
"豹","bào"
"豺","chái"
"豻","àn"
"豻","hàn"
"貂","diāo"
"貅","xiū"
"貆","huán"
"貉","háo"
"貉","hé"
"貉","mò"
"貊","mò"
"貌","mào"
"貔","pí"
"貘","mò"
"貜","jué"
"貤","yí"
"賝","chēn"
"賨","cóng"
"賮","jìn"
"賵","fèng"
"賸","shèng"
"贇","yūn"
"贉","tǎn"
"贔","bì"
"贝","bèi"
"贞","zhēn"
"负","fù"
"贡","gòng"
"财","cái"
"责","zé"
"贤","xián"
"败","bài"
"账","zhàng"
"货","huò"
"质","zhì"
"贩","fàn"
"贪","tān"
"贫","pín"
"贬","biǎn"
"购","gòu"
"贯","guàn"
"贰","èr"
"贱","jiàn"
"贲","bēn"
"贲","bì"
"贳","shì"
"贴","tiē"
"贵","guì"
"贶","kuàng"
"贷","dài"
"贸","mào"
"费","fèi"
"贺","hè"
"贻","yí"
"贼","zéi"
"贽","zhì"
"贾","gǔ"
"贾","jiǎ"
"贿","huì"
"赀","zī"
"赁","lìn"
"赂","lù"
"赃","zāng"
"资","zī"
"赅","gāi"
"赆","jìn"
"赇","qiú"
"赈","zhèn"
"赉","lài"
"赊","shē"
"赋","fù"
"赌","dǔ"
"赎","shú"
"赏","shǎng"
"赐","cì"
"赓","gēng"
"赔","péi"
"赖","lài"
"赘","zhuì"
"赙","fù"
"赚","zhuàn"
"赚","zuàn"
"赛","sài"
"赜","zé"
"赝","yàn"
"赞","zàn"
"赠","zèng"
"赡","shàn"
"赢","yíng"
"赣","gàn"
"赤","chì"
"赦","shè"
"赧","nǎn"
"赫","hè"
"赬","chēng"
"赭","zhě"
"走","zǒu"
"赴","fù"
"赵","zhào"
"赶","gǎn"
"起","qǐ"
"趁","chèn"
"趄","jū"
"趄","qiè"
"超","chāo"
"越","yuè"
"趋","qū"
"趔","liè"
"趟","tàng"
"趡","cuǐ"
"趣","qù"
"趫","qiáo"
"趯","tì"
"趯","yuè"
"趱","zǎn"
"足","zú"
"趴","pā"
"趵","bào"
"趸","dǔn"
"趹","jué"
"趺","fū"
"趼","jiǎn"
"趾","zhǐ"
"跁","pá"
"跂","qí"
"跃","yuè"
"跄","qiàng"
"跄","qiāng"
"跅","tuò"
"跋","bá"
"跌","diē"
"跎","tuó"
"跏","jiā"
"跑","pǎo"
"跖","zhí"
"跗","fū"
"跚","shān"
"跛","bǒ"
"距","jù"
"跞","lì"
"跟","gēn"
"跣","xiǎn"
"跤","jiāo"
"跦","zhū"
"跧","quán"
"跨","kuà"
"跩","zhuǎi"
"跪","guì"
"跫","qióng"
"跬","kuǐ"
"路","lù"
"跱","zhì"
"跲","jiá"
"跳","tiào"
"跴","cǎi"
"践","jiàn"
"跷","qiāo"
"跸","bì"
"跹","xiān"
"跻","jī"
"跽","jì"
"踅","chì"
"踅","xué"
"踉","liáng"
"踉","liàng"
"踊","yǒng"
"踌","chóu"
"踏","tà"
"踖","jí"
"踘","jú"
"踝","huái"
"踞","jù"
"踟","chí"
"踡","quán"
"踢","tī"
"踣","bó"
"踤","cù"
"踦","jǐ"
"踧","cù"
"踩","cǎi"
"踪","zōng"
"踬","zhì"
"踯","zhí"
"踵","zhǒng"
"踶","dì"
"踹","chuài"
"踽","jǔ"
"蹀","dié"
"蹁","pián"
"蹂","róu"
"蹄","tí"
"蹇","jiǎn"
"蹈","dǎo"
"蹉","cuō"
"蹊","xī"
"蹋","tà"
"蹐","jí"
"蹑","niè"
"蹒","pán"
"蹓","liù"
"蹙","cù"
"蹚","tāng"
"蹝","xǐ"
"蹡","qiāng"
"蹢","dí"
"蹦","bèng"
"蹩","bié"
"蹬","dèng"
"蹭","céng"
"蹭","cèng"
"蹯","fán"
"蹰","chú"
"蹲","dūn"
"蹴","cù"
"蹶","jué"
"蹻","qiāo"
"蹿","cuān"
"躁","zào"
"躄","bì"
"躇","chú"
"躐","liè"
"躔","chán"
"躗","wèi"
"躘","lóng"
"躞","xiè"
"躩","jué"
"身","shēn"
"躬","gōng"
"躯","qū"
"躲","duǒ"
"躺","tǎng"
"軏","yuè"
"軘","tún"
"軜","nà"
"軝","qí"
"軥","qú"
"軱","gū"
"輀","ér"
"輈","zhōu"
"輗","ní"
"輠","guǒ"
"輮","róu"
"輴","chūn"
"輶","yóu"
"輹","fù"
"轀","wēn"
"轏","zhàn"
"轑","lǎo"
"轒","fén"
"轕","gé"
"轖","sè"
"轗","kǎn"
"轘","huàn"
"轝","yú"
"车","chē"
"车","jū"
"轧","yà"
"轨","guǐ"
"轩","xuān"
"轫","rèn"
"转","zhuǎi"
"转","zhuàn"
"转","zhuǎn"
"轭","è"
"轮","lún"
"软","ruǎn"
"轰","hōng"
"轲","kē"
"轳","lú"
"轴","zhóu"
"轴","zhú"
"轵","zhǐ"
"轶","yì"
"轸","zhěn"
"轹","lì"
"轺","yáo"
"轻","qīng"
"轼","shì"
"载","zài"
"载","zǎi"
"轾","zhì"
"轿","jiào"
"辁","quán"
"辂","lù"
"较","jiào"
"辅","fǔ"
"辆","liàng"
"辇","niǎn"
"辈","bèi"
"辉","huī"
"辊","gǔn"
"辋","wǎng"
"辍","chuò"
"辎","zī"
"辏","còu"
"辐","fú"
"输","shū"
"辔","pèi"
"辕","yuán"
"辖","xiá"
"辗","zhǎn"
"辘","lù"
"辙","chè"
"辙","zhé"
"辚","lín"
"辛","xīn"
"辜","gū"
"辞","cí"
"辟","bì"
"辟","pì"
"辣","là"
"辨","biàn"
"辩","biàn"
"辫","biàn"
"辰","chén"
"辱","rǔ"
"边","biān"
"辽","liáo"
"达","dá"
"迁","qiān"
"迂","yū"
"迄","qì"
"迅","xùn"
"过","guò"
"迈","mài"
"迋","wàng"
"迎","yíng"
"运","yùn"
"近","jìn"
"迓","yà"
"返","fǎn"
"还","hái"
"还","huán"
"这","zhè"
"这","zhèi"
"进","jìn"
"远","yuǎn"
"违","wéi"
"连","lián"
"迟","chí"
"迢","tiáo"
"迤","yí"
"迤","yǐ"
"迥","jiǒng"
"迦","jiā"
"迨","dài"
"迩","ěr"
"迪","dí"
"迫","pò"
"迭","dié"
"迮","zé"
"述","shù"
"迳","jìng"
"迷","mí"
"迸","bèng"
"迹","jī"
"追","zhuī"
"退","tuì"
"送","sòng"
"适","shì"
"逃","táo"
"逄","páng"
"逅","hòu"
"逆","nì"
"选","xuǎn"
"逊","xùn"
"逋","bū"
"逌","yóu"
"逍","xiāo"
"透","tòu"
"逐","zhú"
"逑","qiú"
"递","dì"
"途","tú"
"逖","tì"
"逗","dòu"
"通","tōng"
"逛","guàng"
"逝","shì"
"逞","chěng"
"速","sù"
"造","zào"
"逡","qūn"
"逢","féng"
"逦","lǐ"
"逭","huàn"
"逮","dài"
"逮","dǎi"
"逯","lù"
"逴","chuò"
"逵","kuí"
"逸","yì"
"逻","luó"
"逼","bī"
"逾","yú"
"遁","dùn"
"遂","suì"
"遄","chuán"
"遇","yù"
"遍","biàn"
"遏","è"
"遐","xiá"
"遑","huáng"
"遒","qiú"
"道","dào"
"遗","yí"
"遘","gòu"
"遛","liù"
"遝","tà"
"遣","qiǎn"
"遥","yáo"
"遨","áo"
"遫","sù"
"遭","zāo"
"遮","zhē"
"遯","dùn"
"遰","dì"
"遴","lín"
"遵","zūn"
"遶","rào"
"遹","yù"
"遻","wù"
"遽","jù"
"避","bì"
"邀","yāo"
"邂","xiè"
"邃","suì"
"邅","zhān"
"邈","miǎo"
"邑","yì"
"邓","dèng"
"邕","yōng"
"邗","hán"
"邘","yú"
"邙","máng"
"邛","qióng"
"邝","kuàng"
"邠","bīn"
"邡","fāng"
"邢","xíng"
"那","nà"
"那","nǎ"
"那","nèi"
"邦","bāng"
"邧","yuán"
"邪","xié"
"邬","wū"
"邮","yóu"
"邯","hán"
"邰","tái"
"邱","qiū"
"邲","bì"
"邴","bǐng"
"邵","shào"
"邶","bèi"
"邸","dǐ"
"邹","zōu"
"邺","yè"
"邻","lín"
"邽","guī"
"邾","zhū"
"邿","shī"
"郁","yù"
"郃","hé"
"郅","zhì"
"郇","xún"
"郈","hòu"
"郊","jiāo"
"郎","láng"
"郏","jiá"
"郐","kuài"
"郑","zhèng"
"郓","yùn"
"郔","yán"
"郕","chéng"
"郗","chī"
"郙","fǔ"
"郚","wú"
"郛","fú"
"郜","gào"
"郝","hǎo"
"郠","gěng"
"郡","jùn"
"郢","yǐng"
"郤","xì"
"郦","lì"
"郧","yún"
"部","bù"
"郪","qī"
"郫","pí"
"郭","guō"
"郯","tán"
"郳","ní"
"郴","chēn"
"郸","dān"
"郹","jú"
"都","dōu"
"都","dū"
"郾","yǎn"
"郿","méi"
"鄀","ruò"
"鄂","è"
"鄄","juàn"
"鄇","hòu"
"鄈","kuí"
"鄋","sōu"
"鄍","míng"
"鄎","xì"
"鄏","rù"
"鄐","chù"
"鄑","zī"
"鄗","hào"
"鄘","yōng"
"鄙","bǐ"
"鄚","mò"
"鄜","fū"
"鄞","yín"
"鄠","hù"
"鄢","yān"
"鄣","zhāng"
"鄤","màn"
"鄩","xín"
"鄫","céng"
"鄮","mào"
"鄯","shàn"
"鄱","pó"
"鄻","liǎn"
"鄾","yōu"
"鄿","qí"
"酃","líng"
"酅","xī"
"酆","fēng"
"酇","zàn"
"酉","yǒu"
"酊","dǐng"
"酋","qiú"
"酌","zhuó"
"配","pèi"
"酎","zhòu"
"酏","yí"
"酐","gān"
"酒","jiǔ"
"酗","xù"
"酚","fēn"
"酝","yùn"
"酡","tuó"
"酢","zuò"
"酣","hān"
"酤","gū"
"酥","sū"
"酪","lào"
"酬","chóu"
"酮","tóng"
"酯","zhǐ"
"酱","jiàng"
"酲","chéng"
"酴","tú"
"酵","jiào"
"酷","kù"
"酸","suān"
"酹","lèi"
"酺","pú"
"酽","yàn"
"酿","niàng"
"醁","lù"
"醇","chún"
"醉","zuì"
"醊","chuò"
"醋","cù"
"醑","xǔ"
"醒","xǐng"
"醓","tǎn"
"醚","mí"
"醛","quán"
"醡","zhà"
"醢","hǎi"
"醣","táng"
"醪","láo"
"醭","bú"
"醮","jiào"
"醯","xī"
"醲","nóng"
"醴","lǐ"
"醵","jù"
"醹","rú"
"醺","xūn"
"醼","yàn"
"醽","líng"
"醾","mí"
"釂","jiào"
"采","biàn"
"采","cài"
"采","cǎi"
"釉","yòu"
"释","shì"
"里","lǐ"
"重","chóng"
"重","zhòng"
"野","yě"
"量","liáng"
"量","liàng"
"金","jīn"
"釜","fǔ"
"釬","hàn"
"釭","gāng"
"釸","xì"
"鈃","xíng"
"鈇","fū"
"鈊","xīn"
"鈒","jí"
"鉆","zhēn"
"鉌","hé"
"鉏","chú"
"鉥","shù"
"鉴","jiàn"
"鉶","xíng"
"銍","zhì"
"銎","qiōng"
"銛","xiān"
"銤","mǐ"
"銮","luán"
"銶","qiú"
"鋂","méi"
"鋆","yún"
"鋈","wù"
"鋍","bó"
"鋐","hóng"
"鋕","zhì"
"鋘","wú"
"鋙","wú"
"鋩","máng"
"錀","lún"
"錏","yà"
"錔","tà"
"錞","chún"
"錡","qí"
"錩","chāng"
"錾","zàn"
"鍏","wéi"
"鍚","yáng"
"鍠","huáng"
"鍪","móu"
"鍭","hóu"
"鍹","xuān"
"鎉","tà"
"鎏","liú"
"鎡","zī"
"鏖","áo"
"鏚","qì"
"鏦","cōng"
"鐏","zūn"
"鐩","suì"
"鐻","jù"
"鑀","ài"
"鑕","zhì"
"鑢","lǜ"
"鑤","bào"
"鑪","lú"
"鑫","xīn"
"鑯","jiān"
"鑱","chán"
"鑵","guàn"
"钃","shǔ"
"钆","gá"
"钇","yǐ"
"针","zhēn"
"钉","dīng"
"钊","zhāo"
"钋","pō"
"钌","liǎo"
"钍","tǔ"
"钏","chuàn"
"钐","shān"
"钒","fán"
"钓","diào"
"钔","mén"
"钕","nǚ"
"钗","chāi"
"钙","gài"
"钛","tài"
"钜","jù"
"钝","dùn"
"钞","chāo"
"钟","zhōng"
"钠","nà"
"钡","bèi"
"钢","gāng"
"钣","bǎn"
"钤","qián"
"钥","yào"
"钥","yuè"
"钦","qīn"
"钧","jūn"
"钨","wū"
"钩","gōu"
"钪","kàng"
"钫","fāng"
"钬","huǒ"
"钮","niǔ"
"钯","bǎ"
"钰","yù"
"钱","qián"
"钲","zhēng"
"钳","qián"
"钴","gǔ"
"钵","bō"
"钶","kē"
"钹","bó"
"钺","yuè"
"钻","zuàn"
"钻","zuān"
"钼","mù"
"钾","jiǎ"
"钿","diàn"
"钿","tián"
"铀","yóu"
"铁","tiě"
"铂","bó"
"铃","líng"
"铄","shuò"
"铅","qiān"
"铆","mǎo"
"铈","shì"
"铊","tā"
"铋","bì"
"铌","ní"
"铍","pí"
"铎","duó"
"铑","lǎo"
"铒","ěr"
"铕","yǒu"
"铗","jiá"
"铙","náo"
"铛","chēng"
"铛","dāng"
"铜","tóng"
"铝","lǚ"
"铟","yīn"
"铠","kǎi"
"铡","zhá"
"铢","zhū"
"铣","xiǎn"
"铤","dìng"
"铤","tǐng"
"铥","diū"
"铧","huá"
"铨","quán"
"铩","shā"
"铪","hā"
"铫","diào"
"铫","yáo"
"铬","gè"
"铭","míng"
"铮","zhēng"
"铯","sè"
"铰","jiǎo"
"铱","yī"
"铲","chǎn"
"铳","chòng"
"铵","ǎn"
"银","yín"
"铷","rú"
"铸","zhù"
"铺","pù"
"铺","pū"
"铼","lái"
"铽","tè"
"链","liàn"
"铿","kēng"
"销","xiāo"
"锁","suǒ"
"锂","lǐ"
"锄","chú"
"锅","guō"
"锆","gào"
"锇","é"
"锈","xiù"
"锉","cuò"
"锊","lüè"
"锋","fēng"
"锌","xīn"
"锐","ruì"
"锑","tī"
"锒","láng"
"锔","jú"
"锔","jū"
"锗","zhě"
"错","cuò"
"锚","máo"
"锞","kè"
"锟","kūn"
"锡","xí"
"锢","gù"
"锣","luó"
"锤","chuí"
"锥","zhuī"
"锦","jǐn"
"锬","tán"
"锭","dìng"
"键","jiàn"
"锯","jù"
"锯","jū"
"锰","měng"
"锱","zī"
"锲","qiè"
"锴","kǎi"
"锵","qiāng"
"锶","sī"
"锷","è"
"锹","qiāo"
"锺","zhōng"
"锻","duàn"
"锾","huán"
"镀","dù"
"镁","měi"
"镂","lòu"
"镄","fèi"
"镇","zhèn"
"镉","gé"
"镊","niè"
"镌","juān"
"镍","niè"
"镏","liú"
"镐","gǎo"
"镐","hào"
"镑","bàng"
"镒","yì"
"镓","jiā"
"镔","bīn"
"镖","biāo"
"镗","tāng"
"镘","màn"
"镛","yōng"
"镜","jìng"
"镝","dī"
"镞","zú"
"镟","xuàn"
"镡","tán"
"镤","pú"
"镦","dūn"
"镧","lán"
"镨","pǔ"
"镪","qiǎng"
"镪","qiāng"
"镫","dèng"
"镬","huò"
"镭","léi"
"镯","zhuó"
"镰","lián"
"镱","yì"
"镳","biāo"
"镶","xiāng"
"长","cháng"
"长","zhǎng"
"閈","hàn"
"閟","bì"
"閺","wén"
"闇","àn"
"闉","yīn"
"闍","dū"
"闍","shé"
"闑","niè"
"闒","tà"
"闓","kǎi"
"闚","kuī"
"闠","huì"
"闤","huán"
"门","mén"
"闩","shuān"
"闪","shǎn"
"闫","yán"
"闭","bì"
"问","wèn"
"闯","chuǎng"
"闰","rùn"
"闱","wéi"
"闲","jiàn"
"闲","xián"
"闳","hóng"
"间","jiàn"
"间","jiān"
"闵","mǐn"
"闷","mèn"
"闷","mēn"
"闸","zhá"
"闹","nào"
"闺","guī"
"闻","wén"
"闼","tà"
"闾","lǘ"
"阀","fá"
"阁","gé"
"阂","hé"
"阃","kǔn"
"阄","jiū"
"阅","yuè"
"阈","yù"
"阉","yān"
"阊","chāng"
"阍","hūn"
"阎","yán"
"阏","è"
"阏","yān"
"阐","chǎn"
"阑","lán"
"阒","qù"
"阔","kuò"
"阕","què"
"阖","hé"
"阗","tián"
"阙","què"
"阙","quē"
"阚","kàn"
"阜","fù"
"阞","lè"
"队","duì"
"阡","qiān"
"阤","tuó"
"阨","è"
"阪","bǎn"
"阬","kēng"
"阮","ruǎn"
"阯","zhǐ"
"阱","jǐng"
"防","fáng"
"阳","yáng"
"阴","yīn"
"阵","zhèn"
"阶","jiē"
"阻","zǔ"
"阼","zuò"
"阽","diàn"
"阽","yán"
"阿","a"
"阿","à"
"阿","ā"
"阿","ē"
"陀","tuó"
"陂","pí"
"陂","pō"
"附","fù"
"际","jì"
"陆","liù"
"陆","lù"
"陇","lǒng"
"陈","chén"
"陉","xíng"
"陋","lòu"
"陌","mò"
"降","jiàng"
"降","xiáng"
"限","xiàn"
"陑","ér"
"陔","gāi"
"陕","shǎn"
"陛","bì"
"陜","shǎn"
"陟","zhì"
"陡","dǒu"
"院","yuàn"
"除","chú"
"陧","niè"
"陨","yǔn"
"险","xiǎn"
"陪","péi"
"陬","zōu"
"陲","chuí"
"陴","pí"
"陵","líng"
"陶","táo"
"陷","xiàn"
"陼","zhǔ"
"陾","réng"
"隃","yú"
"隅","yú"
"隆","lóng"
"隆","lōng"
"隈","wēi"
"隋","suí"
"隍","huáng"
"随","suí"
"隐","yǐn"
"隔","gé"
"隗","wěi"
"隘","ài"
"隙","xì"
"障","zhàng"
"隤","tuí"
"隧","suì"
"隩","yù"
"隮","jī"
"隰","xí"
"隳","huī"
"隶","lì"
"隹","zhuī"
"隽","jùn"
"难","nán"
"难","nàn"
"雀","qiǎo"
"雀","qiāo"
"雀","què"
"雁","yàn"
"雂","qín"
"雄","xióng"
"雅","yǎ"
"集","jí"
"雇","gù"
"雉","zhì"
"雊","gòu"
"雌","cí"
"雍","yōng"
"雎","jū"
"雏","chú"
"雒","luò"
"雕","diāo"
"雘","huò"
"雝","yōng"
"雠","chóu"
"雨","yǔ"
"雩","yú"
"雪","xuě"
"雯","wén"
"雰","fēn"
"雱","páng"
"雳","lì"
"零","líng"
"雷","léi"
"雹","báo"
"雾","wù"
"需","xū"
"霁","jì"
"霂","mù"
"霄","xiāo"
"霅","zhá"
"霆","tíng"
"震","zhèn"
"霈","pèi"
"霉","méi"
"霍","huò"
"霎","shà"
"霏","fēi"
"霓","ní"
"霖","lín"
"霙","yīng"
"霜","shuāng"
"霞","xiá"
"霢","mò"
"霣","yǔn"
"霤","liù"
"霨","wèi"
"霪","yín"
"霭","ǎi"
"霮","dàn"
"霰","xiàn"
"露","lù"
"霸","bà"
"霹","pī"
"霾","mái"
"靆","dài"
"靉","ài"
"青","qīng"
"靓","jìng"
"靖","jìng"
"静","jìng"
"靛","diàn"
"非","fēi"
"靠","kào"
"靡","mí"
"靡","mǐ"
"面","miàn"
"靥","yè"
"革","gé"
"靮","dí"
"靳","jìn"
"靴","xuē"
"靶","bǎ"
"靷","yǐn"
"靸","sǎ"
"靺","mò"
"靼","dá"
"鞀","táo"
"鞃","hóng"
"鞅","yǎng"
"鞋","xié"
"鞍","ān"
"鞑","dá"
"鞗","tiáo"
"鞘","qiào"
"鞚","kòng"
"鞝","zhǎng"
"鞞","bǐng"
"鞠","jū"
"鞣","róu"
"鞨","hé"
"鞭","biān"
"鞮","dī"
"鞯","jiān"
"鞶","pán"
"鞹","kuò"
"韅","xiǎn"
"韍","fú"
"韎","mèi"
"韔","chàng"
"韘","shè"
"韝","gōu"
"韣","dú"
"韦","wéi"
"韧","rèn"
"韩","hán"
"韪","wěi"
"韫","yùn"
"韬","tāo"
"韭","jiǔ"
"音","yīn"
"韵","yùn"
"韶","sháo"
"韹","huáng"
"韺","yīng"
"頄","qiú"
"頍","kuǐ"
"頖","pàn"
"頞","è"
"頠","wěi"
"頫","fǔ"
"頯","kuí"
"頲","tǐng"
"顒","yóng"
"顗","yǐ"
"顜","jiǎng"
"页","yè"
"顶","dǐng"
"顷","qǐng"
"顸","hān"
"项","xiàng"
"顺","shùn"
"须","xū"
"顽","wán"
"顾","gù"
"顿","dùn"
"颀","qí"
"颁","bān"
"颂","sòng"
"颃","háng"
"预","yù"
"颅","lú"
"领","lǐng"
"颇","pō"
"颈","gěng"
"颈","jǐng"
"颉","xié"
"颊","jiá"
"颌","hé"
"颍","yǐng"
"颏","ké"
"颏","kē"
"颐","yí"
"频","pín"
"颓","tuí"
"颔","hàn"
"颖","yǐng"
"颗","kē"
"题","tí"
"颚","è"
"颛","zhuān"
"颜","yán"
"额","é"
"颞","niè"
"颟","mān"
"颠","diān"
"颡","sǎng"
"颢","hào"
"颤","zhàn"
"颦","pín"
"颧","quán"
"颭","zhǎn"
"颸","sī"
"颺","yáng"
"颻","yáo"
"颽","kǎi"
"飀","liú"
"风","fēng"
"飑","biāo"
"飒","sà"
"飓","jù"
"飕","sōu"
"飘","piāo"
"飙","biāo"
