chars,pinyin
"榥","huǎng"
"榦","gàn"
"榧","fěi"
"榨","zhà"
"榫","sǔn"
"榭","xiè"
"榱","cuī"
"榴","liú"
"榻","tà"
"榼","kè"
"榾","gǔ"
"槁","gǎo"
"槊","shuò"
"槌","chuí"
"槎","chá"
"槐","huái"
"槔","gāo"
"槛","jiàn"
"槛","kǎn"
"槟","bīn"
"槟","bīng"
"槠","zhū"
"槱","yǒu"
"槲","hú"
"槼","guī"
"槽","cáo"
"槾","mán"
"槿","jǐn"
"樊","fán"
"樏","lěi"
"樗","chū"
"樛","jiū"
"樟","zhāng"
"模","mó"
"樧","shā"
"樨","xī"
"横","héng"
"横","hèng"
"樯","qiáng"
"樱","yīng"
"樲","èr"
"樴","zhí"
"樵","qiáo"
"樽","zūn"
"樾","yuè"
"樿","zhǎn"
"橁","xún"
"橄","gǎn"
"橐","tuó"
"橘","jú"
"橙","chéng"
"橚","sù"
"橛","jué"
"橡","xiàng"
"橤","ruǐ"
"橥","zhū"
"橧","zēng"
"橱","chú"
"橹","lǔ"
"橼","yuán"
"橿","jiāng"
"檀","tán"
"檄","xí"
"檇","zuì"
"檍","yì"
"檎","qín"
"檐","yán"
"檑","léi"
"檖","suì"
"檗","bò"
"檠","qíng"
"檩","lǐn"
"檬","méng"
"檮","táo"
"檴","huò"
"櫌","yōu"
"櫜","gāo"
"櫱","niè"
"欃","chán"
"欠","qiàn"
"次","cì"
"欢","huān"
"欣","xīn"
"欤","yú"
"欧","ōu"
"欲","yù"
"欷","xī"
"欹","yī"
"欺","qī"
"欻","chuā"
"欻","hū"
"款","kuǎn"
"欿","kǎn"
"歁","kǎn"
"歃","shà"
"歆","xīn"
"歇","xiē"
"歉","qiàn"
"歊","xiāo"
"歌","gē"
"歔","xū"
"歕","pèn"
"歕","pēn"
"歙","shè"
"歛","liàn"
"歛","liǎn"
"歜","chù"
"歠","chuò"
"止","zhǐ"
"正","zhèng"
"正","zhēng"
"此","cǐ"
"步","bù"
"武","wǔ"
"歧","qí"
"歪","wāi"
"歹","dǎi"
"死","sǐ"
"歼","jiān"
"歾","mò"
"殁","mò"
"殂","cú"
"殃","yāng"
"殄","tiǎn"
"殆","dài"
"殇","shāng"
"殈","xù"
"殉","xùn"
"殊","shū"
"残","cán"
"殍","piǎo"
"殒","yǔn"
"殓","liàn"
"殖","zhí"
"殚","dān"
"殛","jí"
"殡","bìn"
"殢","tì"
"殣","jìn"
"殪","yì"
"殳","shū"
"殴","ōu"
"段","duàn"
"殷","yān"
"殷","yǐn"
"殷","yīn"
"殿","diàn"
"毁","huǐ"
"毂","gǔ"
"毂","gū"
"毅","yì"
"毈","duàn"
"毋","wú"
"母","mǔ"
"每","měi"
"毒","dú"
"毓","yù"
"比","bì"
"比","bǐ"
"毕","bì"
"毖","bì"
"毗","pí"
"毘","pí"
"毙","bì"
"毚","chán"
"毛","máo"
"毡","zhān"
"毧","róng"
"毫","háo"
"毯","tǎn"
"毳","cuì"
"毵","sān"
"毹","shū"
"毽","jiàn"
"氂","máo"
"氄","rǒng"
"氅","chǎng"
"氆","pǔ"
"氍","qú"
"氏","shì"
"氐","dǐ"
"氐","dī"
"民","mín"
"氓","máng"
"氓","méng"
"气","qì"
"氕","piē"
"氖","nǎi"
"氘","dāo"
"氙","xiān"
"氚","chuān"
"氛","fēn"
"氝","nèi"
"氟","fú"
"氡","dōng"
"氢","qīng"
"氤","yīn"
"氥","xī"
"氦","hài"
"氧","yǎng"
"氨","ān"
"氪","kè"
"氮","dàn"
"氯","lǜ"
"氲","yūn"
"水","shuǐ"
"永","yǒng"
"氽","cuān"
"氿","guǐ"
"汀","tīng"
"汁","zhī"
"求","qiú"
"汇","huì"
"汉","hàn"
"汊","chà"
"汍","wán"
"汔","qì"
"汕","shàn"
"汗","hàn"
"汛","xùn"
"汜","sì"
"汝","rǔ"
"汞","gǒng"
"江","jiāng"
"池","chí"
"污","wū"
"汤","tāng"
"汨","mì"
"汩","gǔ"
"汪","wāng"
"汭","ruì"
"汰","tài"
"汲","jí"
"汳","biàn"
"汶","wèn"
"汹","xiōng"
"汽","qì"
"汾","fén"
"沁","qìn"
"沂","yí"
"沃","wò"
"沄","yún"
"沅","yuán"
"沇","yǎn"
"沈","chén"
"沈","shěn"
"沉","chén"
"沌","dùn"
"沍","hù"
"沏","qī"
"沐","mù"
"沓","tà"
"沔","miǎn"
"沕","wù"
"沙","shā"
"沚","zhǐ"
"沛","pèi"
"沟","gōu"
"没","méi"
"没","mò"
"沣","fēng"
"沤","òu"
"沤","ōu"
"沥","lì"
"沦","lún"
"沧","cāng"
"沪","hù"
"沫","mò"
"沬","mèi"
"沮","jǔ"
"沱","tuó"
"河","hé"
"沴","lì"
"沸","fèi"
"油","yóu"
"治","zhì"
"沼","zhǎo"
"沽","gū"
"沾","zhān"
"沿","yán"
"沿","yàn"
"泂","jiǒng"
"泄","xiè"
"泅","qiú"
"泉","quán"
"泊","bó"
"泌","bì"
"泐","lè"
"泒","gū"
"泓","hóng"
"泔","gān"
"法","fǎ"
"泖","mǎo"
"泗","sì"
"泙","píng"
"泛","fàn"
"泝","sù"
"泞","nìng"
"泠","líng"
"泡","pào"
"泡","pāo"
"波","bō"
"泣","qì"
"泥","ní"
"泥","nì"
"注","zhù"
"泩","shēng"
"泪","lèi"
"泫","xuàn"
"泮","pàn"
"泯","mǐn"
"泰","tài"
"泱","yāng"
"泲","jǐ"
"泳","yǒng"
"泷","lóng"
"泷","shuāng"
"泸","lú"
"泺","luò"
"泻","xiè"
"泼","pō"
"泽","zé"
"泾","jīng"
"洁","jié"
"洄","huí"
"洊","jiàn"
"洋","yáng"
"洌","liè"
"洎","jì"
"洏","ér"
"洑","fú"
"洒","sǎ"
"洗","xǐ"
"洙","zhū"
"洚","jiàng"
"洛","luò"
"洞","dòng"
"洟","yí"
"津","jīn"
"洧","wěi"
"洪","hóng"
"洮","táo"
"洱","ěr"
"洲","zhōu"
"洴","píng"
"洵","xún"
"洸","guāng"
"洹","huán"
"洺","míng"
"活","huó"
"洼","wā"
"洽","qià"
"派","pài"
"洿","wū"
"流","liú"
"浅","qiǎn"
"浅","qiān"
"浆","jiàng"
"浆","jiāng"
"浇","jiāo"
"浊","zhuó"
"测","cè"
"浍","kuài"
"济","jì"
"浏","liú"
"浑","hún"
"浒","hǔ"
"浓","nóng"
"浔","xún"
"浙","zhè"
"浚","jùn"
"浠","xī"
"浡","bó"
"浤","hóng"
"浥","yì"
"浦","pǔ"
"浩","hào"
"浪","làng"
"浭","gēng"
"浮","fú"
"浰","lì"
"浴","yù"
"海","hǎi"
"浸","jìn"
"浼","měi"
"涂","tú"
"涅","niè"
"消","xiāo"
"涉","shè"
"涊","niǎn"
"涌","yǒng"
"涎","xián"
"涑","sù"
"涒","tūn"
"涓","juān"
"涔","cén"
"涕","tì"
"涘","sì"
"涛","tāo"
"涝","lào"
"涞","lái"
"涟","lián"
"涡","guō"
"涡","wō"
"涣","huàn"
"涤","dí"
"润","rùn"
"涧","jiàn"
"涨","zhàng"
"涨","zhǎng"
"涩","sè"
"涪","fú"
"涮","shuàn"
"涯","yá"
"液","yè"
"涴","wò"
"涵","hán"
"涸","hé"
"涿","zhuō"
"淀","diàn"
"淄","zī"
"淅","xī"
"淇","qí"
"淊","yān"
"淋","lìn"
"淌","tǎng"
"淓","fāng"
"淖","nào"
"淘","táo"
"淙","cóng"
"淝","féi"
"淞","sōng"
"淟","tiǎn"
"淠","pì"
"淡","dàn"
"淢","yù"
"淤","yū"
"淦","gàn"
"淩","líng"
"淫","yín"
"淬","cuì"
"淮","huái"
"淰","niǎn"
"深","shēn"
"淳","chún"
"混","hún"
"混","hùn"
"淹","yān"
"添","tiān"
"淼","miǎo"
"清","qīng"
"渊","yuān"
"渌","lù"
"渍","zì"
"渎","dú"
"渐","jiàn"
"渐","jiān"
"渑","shéng"
"渔","yú"
"渖","shěn"
"渗","shèn"
"渚","zhǔ"
"渝","yú"
"渟","tíng"
"渠","qú"
"渡","dù"
"渢","féng"
"渣","zhā"
"渤","bó"
"渥","wò"
"温","wēn"
"渫","xiè"
"渭","wèi"
"渮","gē"
"港","gǎng"
"渲","xuàn"
"渴","kě"
"游","yóu"
"渺","miǎo"
"渼","měi"
"湃","pài"
"湄","méi"
"湅","liàn"
"湋","wéi"
"湍","tuān"
"湎","miǎn"
"湑","xǔ"
"湓","pén"
"湔","jiān"
"湖","hú"
"湘","xiāng"
"湛","zhàn"
"湜","shí"
"湝","jiē"
"湟","huáng"
"湢","bì"
"湫","jiǎo"
"湮","yān"
"湮","yīn"
"湱","huò"
"湲","yuán"
"湾","wān"
"湿","shī"
"溃","kuì"
"溅","jiàn"
"溆","xù"
"溉","gài"
"溎","guì"
"溏","táng"
"源","yuán"
"溘","kè"
"溛","wā"
"溜","liū"
"溟","míng"
"溠","zhà"
"溢","yì"
"溤","mǎ"
"溥","pǔ"
"溧","lì"
"溪","qī"
"溪","xī"
"溯","sù"
"溱","zhēn"
"溲","sōu"
"溴","xiù"
"溶","róng"
"溷","hùn"
"溺","nì"
"溺","niào"
"溽","rù"
"溾","wēi"
"滁","chú"
"滂","pāng"
"滃","wěng"
"滇","diān"
"滉","huǎng"
"滋","zī"
"滏","fǔ"
"滑","gǔ"
"滑","huá"
"滓","zǐ"
"滔","tāo"
"滕","téng"
"滘","jiào"
"滚","gǔn"
"滞","zhì"
"滟","yàn"
"滠","shè"
"满","mǎn"
"滢","yíng"
"滤","lǜ"
"滥","làn"
"滦","luán"
"滨","bīn"
"滩","tān"
"滫","xiū"
"滮","biāo"
"滴","dī"
"滹","hū"
"漂","piào"
"漂","piǎo"
"漂","piāo"
"漆","qī"
"漈","jì"
"漉","lù"
"漊","lǚ"
"漏","lòu"
"漓","lí"
"演","yǎn"
"漕","cáo"
"漘","chún"
"漙","tuán"
"漠","mò"
"漦","lí"
"漩","xuán"
"漪","yī"
"漫","màn"
"漭","mǎng"
"漯","tà"
"漰","pēng"
"漱","shù"
"漳","zhāng"
"漶","huàn"
"漷","kuò"
"漾","yàng"
"潆","yíng"
"潇","xiāo"
"潋","liàn"
"潍","wéi"
"潏","jué"
"潗","jí"
"潘","pān"
"潚","xiāo"
"潜","qián"
"潞","lù"
"潠","xùn"
"潢","huáng"
"潦","lǎo"
"潭","tán"
"潮","cháo"
"潴","zhū"
"潸","shān"
"潺","chán"
"潼","tóng"
"潾","lín"
"澄","chéng"
"澄","dèng"
"澈","chè"
"澉","gǎn"
"澌","sī"
"澍","shù"
"澎","péng"
"澐","yún"
"澒","hòng"
"澔","hào"
"澜","lán"
"澡","zǎo"
"澣","huǎn"
"澣","wǎn"
"澥","xiè"
"澦","yù"
"澧","lǐ"
"澨","shì"
"澬","zī"
"澰","liàn"
"澳","ào"
"澴","huán"
"澶","chán"
"澹","dàn"
"澹","tán"
"澼","pì"
"激","jī"
"濂","lián"
"濆","fén"
"濇","sè"
"濉","suī"
"濊","huì"
"濑","lài"
"濒","bīn"
"濔","mǐ"
"濠","háo"
"濡","rú"
"濩","huò"
"濮","pú"
"濯","zhuó"
"濲","gǔ"
"瀁","yàng"
"瀌","biāo"
"瀍","chán"
"瀑","bào"
"瀑","pù"
"瀚","hàn"
"瀛","yíng"
"瀡","suǐ"
"瀣","xiè"
"瀳","jiàn"
"瀵","fèn"
"瀹","yuè"
"瀺","chán"
"瀼","ráng"
"灉","yōng"
"灌","guàn"
"灏","hào"
"灞","bà"
"灠","lǎn"
"灥","xún"
"火","huǒ"
"灭","miè"
"灯","dēng"
"灰","huī"
"灵","líng"
"灶","zào"
"灸","jiǔ"
"灺","xiè"
"灼","zhuó"
"灾","zāi"
"灿","càn"
"炀","yáng"
"炅","guì"
"炉","lú"
"炊","chuī"
"炎","yán"
"炒","chǎo"
"炔","quē"
"炕","kàng"
"炖","dùn"
"炘","xīn"
"炙","zhì"
"炜","wěi"
"炝","qiàng"
"炤","zhào"
"炫","xuàn"
"炬","jù"
"炭","tàn"
"炮","pào"
"炯","jiǒng"
"炰","páo"
"炱","tái"
"炳","bǐng"
"炷","zhù"
"炸","zhá"
"炸","zhà"
"点","diǎn"
"炼","liàn"
"炽","chì"
"烁","shuò"
"烂","làn"
"烃","tīng"
"烈","liè"
"烊","yáng"
"烋","xiāo"
"烓","wēi"
"烔","tóng"
"烘","hōng"
"烙","lào"
"烛","zhú"
"烜","xuǎn"
"烝","zhēng"
"烟","yān"
"烤","kǎo"
"烦","fán"
"烧","shāo"
"烨","yè"
"烩","huì"
"烫","tàng"
"烬","jìn"
"热","rè"
"烯","xī"
"烳","pǔ"
"烷","wán"
"烹","pēng"
"烺","lǎng"
"烽","fēng"
"焄","xūn"
"焉","yān"
"焊","hàn"
"焌","jùn"
"焕","huàn"
"焖","mèn"
"焘","dào"
"焙","bèi"
"焚","fén"
"焜","kūn"
"焠","cuì"
"焦","jiāo"
"焮","xìn"
"焰","yàn"
"焱","yàn"
"然","rán"
"煁","chén"
"煃","kuǐ"
"煇","huī"
"煌","huáng"
"煎","jiān"
"煐","yīng"
"煖","nuǎn"
"煚","jiǒng"
"煜","yù"
"煝","mèi"
"煞","shà"
"煞","shā"
"煟","wèi"
"煤","méi"
"照","zhào"
"煨","wēi"
"煮","zhǔ"
"煲","bāo"
"煽","shān"
"熀","huǎng"
"熅","yùn"
"熇","kǎo"
"熉","yún"
"熊","xióng"
"熏","xūn"
"熔","róng"
"熙","xī"
"熛","biāo"
"熟","shú"
"熠","yì"
"熤","yì"
"熨","yù"
"熨","yùn"
"熬","áo"
"熬","āo"
"熯","hàn"
"熲","jiǒng"
"熳","màn"
"熵","shāng"
"熸","jiān"
"熹","xī"
"熿","huáng"
"燀","chǎn"
"燂","qián"
"燃","rán"
"燊","shēn"
"燋","jiāo"
"燎","liáo"
"燏","yù"
"燔","fán"
"燕","yàn"
"燕","yān"
"燖","xún"
"燠","yù"
"燡","yì"
"燥","zào"
"燧","suì"
"燨","xī"
"燮","xiè"
"燹","xiǎn"
"燿","yào"
"爆","bào"
"爇","rè"
"爇","ruò"
"爓","yàn"
"爚","yuè"
"爝","jué"
"爟","guàn"
"爨","cuàn"
"爪","zhuǎ"
"爬","pá"
"爰","yuán"
"爱","ài"
"爵","jué"
"父","fù"
"爷","yé"
"爸","bà"
"爹","diē"
"爻","yáo"
"爽","shuǎng"
"牁","gē"
"牂","zāng"
"片","piàn"
"片","piān"
"版","bǎn"
"牋","jiān"
"牌","pái"
"牍","dú"
"牏","tóu"
"牒","dié"
"牓","bǎng"
"牖","yǒu"
"牙","yá"
"牛","niú"
"牝","pìn"
"牟","móu"
"牡","mǔ"
"牢","láo"
"牣","rèn"
"牧","mù"
"物","wù"
"牮","jiàn"
"牯","gǔ"
"牲","shēng"
"牳","mǔ"
"牵","qiān"
"牷","quán"
"牸","zì"
"特","tè"
"牺","xī"
"牼","kēng"
"牿","gù"
"犀","xī"
"犁","lí"
"犄","jī"
"犆","tè"
"犉","rún"
"犊","dú"
"犍","jiān"
"犒","kào"
"犛","lí"
"犬","quǎn"
"犯","fàn"
"犰","qiú"
"犴","àn"
"犵","qì"
"状","zhuàng"
"犹","yóu"
"犺","kàng"
"狁","yǔn"
"狂","kuáng"
"狃","niǔ"
"狄","dí"
"狆","zhòng"
"狈","bèi"
"狉","pī"
"狎","xiá"
"狐","hú"
"狒","fèi"
"狗","gǒu"
"狙","jū"
"狞","níng"
"狠","hěn"
"狡","jiǎo"
"狨","róng"
"狩","shòu"
"狫","lǎo"
"独","dú"
"狭","xiá"
"狮","shī"
"狯","kuài"
"狰","zhēng"
"狱","yù"
"狲","sūn"
"狳","yú"
"狴","bì"
"狷","juàn"
"狸","lí"
"狺","yín"
"狻","suān"
"狼","láng"
"猃","xiǎn"
"猈","bà"
"猊","ní"
"猋","biāo"
"猎","liè"
"猕","mí"
"猖","chāng"
"猗","yī"
"猘","zhì"
"猛","měng"
"猜","cāi"
"猝","cù"
"猡","luó"
"猢","hú"
"猥","wěi"
"猩","xīng"
"猪","zhū"
"猫","māo"
"猭","yuán"
"献","xiàn"
"猱","náo"
"猲","hè"
"猲","xiē"
"猴","hóu"
"猷","yóu"
"猺","yáo"
"猾","huá"
"猿","yuán"
"獀","sōu"
"獍","jìng"
"獐","zhāng"
"獒","áo"
"獗","jué"
"獙","bì"
"獚","huáng"
"獠","liáo"
"獧","juàn"
"獬","xiè"
"獭","tǎ"
"獯","xūn"
"獳","nòu"
"獾","huān"
"玁","xiǎn"
"玄","xuán"
"玅","miào"
"率","lǜ"
"率","shuài"
"玈","lú"
"玉","yù"
"王","wáng"
"玎","dīng"
"玑","jī"
"玔","chuàn"
"玕","gān"
"玖","jiǔ"
"玟","mín"
"玟","wén"
"玠","jiè"
"玢","bīn"
"玤","bàng"
"玥","yuè"
"玦","jué"
"玩","wán"
"玩","wàn"
"玫","méi"
"玮","wěi"
"环","huán"
"现","xiàn"
"玲","líng"
"玳","dài"
"玷","diàn"
"玺","xǐ"
"玻","bō"
"玼","cǐ"
"珀","pò"
"珂","kē"
"珇","zǔ"
"珈","jiā"
"珊","shān"
"珌","bì"
"珍","zhēn"
"珏","jué"
"珐","fà"
"珑","lóng"
"珓","jiào"
"珔","jiàn"
"珖","guāng"
"珙","gǒng"
"珛","xiù"
"珞","luò"
"珠","zhū"
"珣","xún"
"珥","ěr"
"珧","yáo"
"珩","héng"
"班","bān"
"珲","hún"
"珶","dì"
"珽","tǐng"
"球","qiú"
"琅","láng"
"理","lǐ"
"琇","xiù"
"琉","liú"
"琐","suǒ"
"琖","zhǎn"
"琚","jū"
"琛","chēn"
"琢","zhuó"
"琤","chēng"
"琥","hǔ"
"琦","qí"
"琨","kūn"
"琪","qí"
"琫","běng"
"琬","wǎn"
"琭","lù"
"琮","cóng"
"琯","guǎn"
"琰","yǎn"
"琱","diāo"
"琳","lín"
"琴","qín"
"琵","pí"
"琶","pá"
"琼","qióng"
"瑀","yǔ"
"瑁","mào"
"瑂","méi"
"瑄","xuān"
"瑑","zhuàn"
"瑔","quán"
"瑕","xiá"
"瑗","yuàn"
"瑙","nǎo"
"瑚","hú"
"瑛","yīng"
"瑜","yú"
"瑞","ruì"
"瑟","sè"
"瑢","róng"
"瑭","táng"
"瑰","guī"
"瑱","tiàn"
"瑱","zhèn"
"瑲","qiāng"
"瑳","cuǒ"
"瑶","yáo"
"瑷","ài"
"瑾","jǐn"
"璀","cuǐ"
"璁","cōng"
"璃","lí"
"璅","suǒ"
"璆","qiú"
"璇","xuán"
"璈","áo"
"璊","mén"
"璋","zhāng"
"璎","yīng"
"璐","lù"
"璘","lín"
"璚","jué"
"璚","qióng"
"璜","huáng"
"璞","pú"
"璟","jǐng"
"璠","fán"
"璥","jǐng"
"璧","bì"
"璨","càn"
"璩","qú"
"璪","zǎo"
"璫","dāng"
"璯","huì"
"璲","suì"
"璵","yú"
"璸","bīn"
"璿","xuán"
"瓀","ruǎn"
"瓒","zàn"
"瓖","xiāng"
"瓘","guàn"
"瓜","guā"
"瓞","dié"
"瓠","hù"
"瓢","piáo"
"瓣","bàn"
"瓤","ráng"
"瓦","wǎ"
"瓮","wèng"
"瓯","ōu"
"瓴","líng"
"瓶","píng"
"瓷","cí"
"瓻","chī"
"甀","zhuì"
"甃","zhòu"
"甄","zhēn"
"甇","yīng"
"甍","méng"
"甑","zèng"
"甒","wǔ"
"甓","pì"
"甖","yīng"
"甗","yǎn"
"甘","gān"
"甚","shèn"
"甜","tián"
"生","shēng"
"甡","shēn"
"甥","shēng"
"用","yòng"
"甩","shuǎi"
"甪","lù"
"甫","fǔ"
"甬","yǒng"
"甭","béng"
"田","tián"
"由","yóu"
"甲","jiǎ"
"申","shēn"
"电","diàn"
"男","nán"
"甸","diàn"
"町","tǐng"
"画","huà"
"甾","zāi"
"甿","méng"
"畀","bì"
"畅","chàng"
"畇","yún"
"畈","fàn"
"畋","tián"
"界","jiè"
"畎","quǎn"
"畏","wèi"
"畔","pàn"
"留","liú"
"畚","běn"
"畛","zhěn"
"畜","chù"
"畜","xù"
"畟","cè"
"畤","zhì"
"略","lüè"
"畦","qí"
"番","fān"
"番","pān"
"畯","jùn"
"畲","yú"
"畴","chóu"
"畸","jī"
"畹","wǎn"
"畽","tuǎn"
"畿","jī"
"疆","jiāng"
"疋","pǐ"
"疏","shū"
"疐","zhì"
"疑","yí"
"疔","dīng"
"疕","bǐ"
"疗","liáo"
"疘","gāng"
"疙","gē"
"疚","jiù"
"疝","shàn"
"疟","nüè"
"疟","yào"
"疠","lì"
"疡","yáng"
"疢","chèn"
"疣","yóu"
"疤","bā"
"疥","jiè"
"疫","yì"
"疮","chuāng"
"疯","fēng"
"疱","pào"
"疲","pí"
"疳","gān"
"疴","ē"
"疵","cī"
"疶","xiè"
"疸","dǎn"
"疹","zhěn"
"疼","téng"
"疽","jū"
"疾","jí"
"疿","fèi"
"痁","diàn"
"痂","jiā"
"痄","zhà"
"病","bìng"
"症","zhèng"
"症","zhēng"
"痈","yōng"
"痉","jìng"
"痊","quán"
"痌","tōng"
"痍","yí"
"痐","huí"
"痒","yǎng"
"痔","zhì"
"痕","hén"
"痗","mèi"
"痘","dòu"
"痚","xiāo"
"痛","tòng"
"痞","pǐ"
"痠","suān"
"痡","pū"
"痢","lì"
"痣","zhì"
"痤","cuó"
"痦","wù"
"痧","shā"
"痨","láo"
"痪","huàn"
"痫","xián"
"痯","guǎn"
"痰","tán"
"痱","fèi"
"痴","chī"
"痵","jì"
"痹","bì"
"痻","mín"
"痼","gù"
"痿","wěi"
"瘁","cuì"
"瘃","zhú"
"瘅","dàn"
"瘅","dān"
"瘈","jì"
"瘊","hóu"
"瘌","là"
"瘏","tú"
"瘐","yǔ"
"瘕","jiǎ"
"瘖","yīn"
"瘗","yì"
"瘝","guān"
"瘟","wēn"
"瘠","jí"
"瘢","bān"
"瘤","liú"
"瘥","chài"
"瘥","cuó"
"瘦","shòu"
"瘨","diān"
"瘩","dá"
"瘪","biě"
"瘫","tān"
"瘭","biāo"
"瘯","cù"
"瘰","luǒ"
"瘳","chōu"
"瘴","zhàng"
"瘵","zhài"
"瘸","qué"
"瘺","lòu"
"瘼","mò"
"瘾","yǐn"
"瘿","yǐng"
"癃","lóng"
"癌","ái"
"癌","yán"
"癖","pǐ"
"癙","shǔ"
"癜","diàn"
"癞","lài"
"癠","jì"
"癣","xuǎn"
"癫","diān"
"癸","guǐ"
"登","dēng"
"白","bái"
"百","bǎi"
"皂","zào"
"的","de"
"的","dí"
"的","dì"
"皆","jiē"
"皇","huáng"
"皈","guī"
"皋","gāo"
"皎","jiǎo"
"皑","ái"
"皓","hào"
"皖","wǎn"
"皙","xī"
"皜","hào"
"皤","pó"
"皦","jiǎo"
"皪","lì"
"皭","jiào"
"皮","pí"
"皱","zhòu"
"皲","jūn"
"皴","cūn"
"皽","zhǎn"
"盂","yú"
"盅","zhōng"
"盆","pén"
"盈","yíng"
"益","yì"
"盍","hé"
"盎","àng"
"盏","zhǎn"
"盐","yán"
"监","jiàn"
"监","jiān"
"盒","hé"
"盔","kuī"
"盖","gài"
"盖","gě"
"盗","dào"
"盘","pán"
"盚","qiú"
"盛","chéng"
"盛","shèng"
"盝","lù"
"盟","méng"
"盥","guàn"
"盦","ān"
"盩","zhōu"
"盬","gǔ"
"盭","lì"
"目","mù"
"盯","dīng"
"盱","xū"
"盲","máng"
"直","zhí"
"盵","qì"
"相","xiàng"
"相","xiāng"
"盹","dǔn"
"盻","xì"
"盼","pàn"
"盾","dùn"
"省","shěng"
"省","xǐng"
"眄","miǎn"
"眅","pān"
"眇","miǎo"
"眈","dān"
"眉","méi"
"眊","mào"
"看","kàn"
"看","kān"
"眕","zhěn"
"眙","yí"
"眚","shěng"
"眛","mèi"
"真","zhēn"
"眠","mián"
"眢","yuān"
"眦","zì"
"眨","zhǎ"
"眩","xuàn"
"眭","suī"
"眯","mǐ"
"眯","mī"
"眴","xuàn"
"眵","chī"
"眶","kuàng"
"眷","juàn"
"眸","móu"
"眺","tiào"
"眼","yǎn"
"着","zháo"
"着","zhuó"
"睁","zhēng"
"睅","hàn"
"睆","huǎn"
"睇","dì"
"睊","juàn"
"睍","xiàn"
"睐","lài"
"睑","jiǎn"
"睒","shǎn"
"睙","liè"
"睛","jīng"
"睟","suì"
"睠","juàn"
"睡","shuì"
"睢","suī"
"督","dū"
"睥","bì"
"睦","mù"
"睨","nì"
"睫","jié"
"睬","cǎi"
"睯","hūn"
"睹","dǔ"
"睽","kuí"
"睾","gāo"
"睿","ruì"
"瞀","mào"
"瞄","miáo"
"瞅","chǒu"
"瞋","chēn"
"瞍","sǒu"
"瞎","xiā"
"瞏","qióng"
"瞑","míng"
"瞒","mán"
"瞟","piǎo"
"瞠","chēng"
"瞥","piē"
"瞧","qiáo"
"瞩","zhǔ"
"瞪","dèng"
"瞫","shěn"
"瞬","shùn"
"瞰","kàn"
"瞳","tóng"
"瞷","jiàn"
"瞻","zhān"
"瞽","gǔ"
"瞿","jù"
"瞿","qú"
"矍","jué"
"矔","guàn"
"矗","chù"
"矙","kàn"
"矛","máo"
"矜","jīn"
"矞","yù"
"矢","shǐ"
"矣","yǐ"
"知","zhī"
"矧","shěn"
"矩","jǔ"
"矫","jiǎo"
"矬","cuó"
"短","duǎn"
"矮","ǎi"
"矰","zēng"
"矱","huò"
"石","dàn"
"石","shí"
"矶","jī"
"矻","kù"
"矼","jiāng"
"矾","fán"
"矿","kuàng"
"砀","dàng"
"码","mǎ"
"砂","shā"
"砃","dān"
"砅","lì"
"砆","fū"
"砌","qì"
"砍","kǎn"
"砑","yà"
"砒","pī"
"研","yán"
"砖","zhuān"
"砗","chē"
"砚","yàn"
"砟","zhǎ"
"砠","qū"
"砢","luǒ"
"砣","tuó"
"砥","dǐ"
"砦","zhài"
"砧","zhēn"
"砩","fèi"
"砩","fú"
"砫","zhǔ"
"砭","biān"
"砮","nǔ"
"砰","pēng"
"破","pò"
"砷","shēn"
"砸","zá"
"砺","lì"
"砻","lóng"
"砾","lì"
"础","chǔ"
"硅","guī"
"硍","kèn"
"硎","xíng"
"硒","xī"
"硕","shuò"
"硖","xiá"
"硗","qiāo"
"硜","kēng"
"硝","xiāo"
"硫","liú"
"硬","yìng"
"硭","máng"
"确","què"
"硻","kēng"
"硼","péng"
"硾","zhuì"
"碃","qìng"
"碇","dìng"
"碉","diāo"
"碌","lù"
"碍","ài"
"碎","suì"
"碏","què"
"碑","bēi"
"碓","duì"
"碔","wǔ"
"碗","wǎn"
"碘","diǎn"
"碚","bèi"
"碛","qì"
"碞","yán"
"碟","dié"
"碡","dú"
"碣","jié"
"碧","bì"
"碪","zhēn"
"碫","duàn"
"碰","pèng"
"碱","jiǎn"
"碲","dì"
"碳","tàn"
"碴","chá"
"碻","què"
"碾","niǎn"
"磁","cí"
"磅","bàng"
"磈","wěi"
"磉","sǎng"
"磊","lěi"
"磋","cuō"
"磐","pán"
"磑","wèi"
"磔","zhé"
"磕","kē"
"磛","chán"
"磟","lù"
"磠","lǔ"
"磡","kàn"
"磨","mó"
"磨","mò"
"磬","qìng"
"磲","qú"
"磴","dèng"
"磷","lín"
"磹","diàn"
"磺","huáng"
"磻","pán"
"礁","jiāo"
"礄","qiáo"
"礅","dūn"
"礞","méng"
"礧","lèi"
"礴","bó"
"示","shì"
"礼","lǐ"
"礽","réng"
"社","shè"
"礿","yuè"
"祀","sì"
"祁","qí"
"祅","yāo"
"祈","qí"
"祉","zhǐ"
"祊","bēng"
"祏","shí"
"祓","fú"
"祔","fù"
"祖","zǔ"
"祗","zhī"
"祚","zuò"
"祛","qū"
"祜","hù"
"祝","zhù"
"神","shén"
"祟","suì"
"祠","cí"
"祢","mí"
"祢","nǐ"
"祥","xiáng"
"祧","tiāo"
"票","piào"
"祫","xiá"
